,drug,cell_line,IC50,prediction
1367,Vinblastine,SKNSH,-1.977766879,-4.586467
1368,Vinorelbine,SKNSH,-3.671005513,-4.113777
1369,Vismodegib,SKNSH,4.67425881,4.992335
1370,Vorinostat,SKNSH,2.003987027,1.558786
1371,WEHI-539,SKNSH,2.695717569,4.025994
1372,WIKI4,SKNSH,3.048684142,3.645305
1373,Wee1 Inhibitor,SKNSH,1.998103416,1.704534
1374,YK-4-279,SKNSH,1.729398716,1.884221
1375,ZM447439,SKNSH,0.662916334,2.543562
1376,alpha-lipoic acid,SKNSH,8.225305951,7.322295
1377,glutathione,SKNSH,7.390525977,9.278101
1378,5-Fluorouracil,MHHCALL4,3.016126449,2.087913
1379,ABT737,MHHCALL4,-2.167971261,-3.650216
1380,AGI-5198,MHHCALL4,4.289692079,3.704165
1381,AGI-6780,MHHCALL4,4.560330499,3.15091
1382,AMG-319,MHHCALL4,3.734721197,3.614221
1383,AT13148,MHHCALL4,1.914063613,2.193553
1384,AZ6102,MHHCALL4,3.648738885,1.585128
1385,AZ960,MHHCALL4,0.465420553,-0.111688
1386,AZD3759,MHHCALL4,2.383540295,2.142097
1387,AZD4547,MHHCALL4,2.7828527,1.3668
1388,AZD5363,MHHCALL4,1.640251363,1.835894
1389,AZD5582,MHHCALL4,-6.156474474,-0.802687
1390,AZD6482,MHHCALL4,2.723315858,2.468246
1391,AZD6738,MHHCALL4,0.958524312,0.040202
1392,AZD7762,MHHCALL4,-0.21853125,-1.774013
1393,AZD8186,MHHCALL4,2.159607353,2.725121
1394,Afatinib,MHHCALL4,0.556716798,1.113325
1395,Afuresertib,MHHCALL4,1.20644358,1.488395
1396,Alisertib,MHHCALL4,1.771859996,-2.617841
1397,Alpelisib,MHHCALL4,2.305264317,2.529459
1398,Avagacestat,MHHCALL4,3.767321,3.459392
1399,Axitinib,MHHCALL4,2.746469317,0.412741
1400,BI-2536,MHHCALL4,-1.531884003,-4.635619
1401,BIBR-1532,MHHCALL4,5.39025969,3.986925
1402,BMS-345541,MHHCALL4,-0.101893317,1.971413
1403,BMS-536924,MHHCALL4,0.767806428,1.302516
1404,BMS-754807,MHHCALL4,0.895619506,-0.837943
1405,BX795,MHHCALL4,2.539648056,0.274076
1406,Bicalutamide,MHHCALL4,4.092147603,3.669978
1407,Bortezomib,MHHCALL4,-5.517813286,-5.810154
1408,Bosutinib,MHHCALL4,1.955469937,0.005333
1409,Buparlisib,MHHCALL4,1.145960708,0.070801
1410,CCT-018159,MHHCALL4,2.88810171,1.990769
1411,CCT007093,MHHCALL4,4.657571785,3.996088
1412,CHIR-99021,MHHCALL4,1.939142935,2.704202
1413,CZC24832,MHHCALL4,4.722560067,3.644694
1414,Camptothecin,MHHCALL4,-4.35881483,-5.366731
1415,Cediranib,MHHCALL4,2.052477668,1.228915
1416,Crizotinib,MHHCALL4,1.123581576,0.307497
1417,Cyclophosphamide,MHHCALL4,4.681889312,4.066322
1418,Dabrafenib,MHHCALL4,2.34759839,3.081013
1419,Dactinomycin,MHHCALL4,-6.608900193,-6.003198
1420,Dactolisib,MHHCALL4,-1.537405955,-2.595818
1421,Daporinad,MHHCALL4,-5.635475023,-6.418512
1422,Dasatinib,MHHCALL4,2.451208022,-0.447764
1423,Dinaciclib,MHHCALL4,-3.808365805,-3.990573
1424,Docetaxel,MHHCALL4,-4.792557589,-6.076302
1425,Doramapimod,MHHCALL4,3.541718056,4.448223
1426,EHT-1864,MHHCALL4,3.47012476,3.058176
1427,EPZ004777,MHHCALL4,3.169686805,4.166621
1428,EPZ5676,MHHCALL4,4.744207256,4.072033
1429,Elesclomol,MHHCALL4,-3.223716838,-3.969071
1430,Entinostat,MHHCALL4,-0.595494419,0.016719
1431,Entospletinib,MHHCALL4,4.53169901,2.367458
1432,Epirubicin,MHHCALL4,-2.961442282,-3.878846
1433,Erlotinib,MHHCALL4,4.358574962,2.103372
1434,Foretinib,MHHCALL4,0.367738611,-1.035361
1435,Fulvestrant,MHHCALL4,3.097753174,2.810163
1436,GDC0810,MHHCALL4,4.117670953,4.138404
1437,GNE-317,MHHCALL4,0.738781106,-0.007975
1438,GSK1904529A,MHHCALL4,3.731567003,3.160906
1439,GSK2578215A,MHHCALL4,3.920068618,4.02707
1440,GSK2606414,MHHCALL4,3.818888896,2.17953
1441,GSK269962A,MHHCALL4,1.616188469,1.462421
1442,GSK343,MHHCALL4,2.87941453,2.579066
1443,GSK591,MHHCALL4,3.120469583,2.82155
1444,GW441756,MHHCALL4,3.792427108,1.885648
1445,Gefitinib,MHHCALL4,3.205970482,2.450912
1446,Gemcitabine,MHHCALL4,-4.085174046,-5.091413
1447,I-BET-762,MHHCALL4,0.011434934,1.388832
1448,I-BRD9,MHHCALL4,1.606127351,2.818105
1449,IOX2,MHHCALL4,1.116889052,1.134878
1450,IWP-2,MHHCALL4,2.539347312,1.537325
1451,Ibrutinib,MHHCALL4,4.090322482,2.614347
1452,Ipatasertib,MHHCALL4,2.048819562,2.524358
1453,Irinotecan,MHHCALL4,-0.461130967,-2.042978
1454,JNK Inhibitor VIII,MHHCALL4,4.772722359,3.958301
1455,JQ1,MHHCALL4,-1.096319095,-0.736346
1456,KRAS (G12C) Inhibitor-12,MHHCALL4,3.745358619,2.596958
1457,KU-55933,MHHCALL4,4.697373085,3.765976
1458,LCL161,MHHCALL4,1.160664455,3.538569
1459,LGK974,MHHCALL4,3.394873617,3.069268
1460,LJI308,MHHCALL4,2.221768371,3.907534
1461,LY2109761,MHHCALL4,4.53986339,3.859428
1462,Lapatinib,MHHCALL4,2.536107745,2.833665
1463,Leflunomide,MHHCALL4,4.732969662,3.85612
1464,Lenalidomide,MHHCALL4,5.020526981,3.713568
1465,Lestaurtinib,MHHCALL4,-1.33522008,-2.826641
1466,Linsitinib,MHHCALL4,3.364626087,2.76105
1467,Luminespib,MHHCALL4,-3.628060118,-3.649518
1468,MG-132,MHHCALL4,-1.228175134,-2.002904
1469,MIRA-1,MHHCALL4,1.772892091,3.709089
1470,MK-1775,MHHCALL4,0.490356868,-1.617005
1471,MK-2206,MHHCALL4,0.854036566,1.381594
1472,MK-8776,MHHCALL4,1.453856114,1.043219
1473,ML323,MHHCALL4,4.340068096,2.882832
1474,MN-64,MHHCALL4,5.185971611,3.674554
1475,Methotrexate,MHHCALL4,2.429166294,-4.087039
1476,Mirin,MHHCALL4,3.035153736,3.161795
1477,Motesanib,MHHCALL4,5.418261147,4.046329
1478,NU7441,MHHCALL4,2.116065555,2.073177
1479,NVP-ADW742,MHHCALL4,1.653514055,1.275653
1480,Navitoclax,MHHCALL4,-2.085227238,-3.22717
1481,Nilotinib,MHHCALL4,3.55081777,-0.116831
1482,Niraparib,MHHCALL4,0.70046113,1.351443
1483,Nutlin-3a (-),MHHCALL4,0.810160937,2.65584
1484,OF-1,MHHCALL4,3.996799799,3.473972
1485,OSI-027,MHHCALL4,1.609369819,1.888105
1486,OTX015,MHHCALL4,-1.423495165,-0.05409
1487,Olaparib,MHHCALL4,1.169157329,2.243969
1488,Osimertinib,MHHCALL4,1.29298556,0.914839
1489,Oxaliplatin,MHHCALL4,0.760697981,1.853783
1490,P22077,MHHCALL4,1.986474842,3.087762
1491,PCI-34051,MHHCALL4,3.233017802,2.893996
1492,PD0325901,MHHCALL4,0.718306299,2.150239
1493,PD173074,MHHCALL4,3.304969101,1.949042
1494,PF-4708671,MHHCALL4,2.719013863,2.482395
1495,PFI-1,MHHCALL4,2.36092771,2.690454
1496,PFI3,MHHCALL4,4.776890664,4.100689
1497,PLX-4720,MHHCALL4,4.099467841,3.277638
1498,PRIMA-1MET,MHHCALL4,1.344191405,2.239848
1499,PRT062607,MHHCALL4,1.370399816,1.405515
1500,Paclitaxel,MHHCALL4,-4.202610388,-5.490126
1501,Palbociclib,MHHCALL4,2.653156403,1.105503
1502,Pevonedistat,MHHCALL4,-0.804641319,-2.287453
1503,Picolinici-acid,MHHCALL4,4.799895829,4.148162
1504,Pictilisib,MHHCALL4,0.747371361,0.286748
1505,Piperlongumine,MHHCALL4,0.96351545,1.395546
1506,Pyridostatin,MHHCALL4,2.873089315,2.137525
1507,RO-3306,MHHCALL4,1.718729618,1.078033
1508,RVX-208,MHHCALL4,3.023902223,3.532077
1509,Rapamycin,MHHCALL4,-1.978375498,-3.808097
1510,Refametinib,MHHCALL4,2.15622845,2.976915
1511,Ribociclib,MHHCALL4,1.854302399,1.67537
1512,Rucaparib,MHHCALL4,2.629872182,2.516126
1513,Ruxolitinib,MHHCALL4,3.91734174,3.13601
1514,SB216763,MHHCALL4,3.615081842,3.955559
1515,SB505124,MHHCALL4,1.989366627,2.380484
1516,SB590885,MHHCALL4,2.009529621,2.731791
1517,SCH772984,MHHCALL4,1.729569991,2.07348
1518,SGC0946,MHHCALL4,-0.21378473,1.116644
1519,SL0101,MHHCALL4,4.191914487,3.48117
1520,SN-38,MHHCALL4,-4.779229065,-6.790553
1521,Sabutoclax,MHHCALL4,-0.926917404,-2.367386
1522,Sapitinib,MHHCALL4,2.516886061,3.722889
1523,Savolitinib,MHHCALL4,3.115676054,1.435622
1524,Selumetinib,MHHCALL4,2.116575072,3.875517
1525,Sepantronium bromide,MHHCALL4,-6.446956319,-5.053698
1526,Serdemetan,MHHCALL4,1.24329105,2.013035
1527,Sorafenib,MHHCALL4,1.842860833,0.929725
1528,Staurosporine,MHHCALL4,-5.553764884,-3.988509
1529,Talazoparib,MHHCALL4,-1.552759492,-1.86475
1530,Tamoxifen,MHHCALL4,3.985075112,2.80796
1531,Tanespimycin,MHHCALL4,-0.186660032,-0.055357
1532,Taselisib,MHHCALL4,0.329189386,0.733462
1533,Telomerase Inhibitor IX,MHHCALL4,1.425348809,-0.738082
1534,Temozolomide,MHHCALL4,4.802847349,4.766716
1535,Temsirolimus,MHHCALL4,1.480592464,-0.557074
1536,Tozasertib,MHHCALL4,-1.28415947,-1.622621
1537,Trametinib,MHHCALL4,0.170502275,0.012098
1538,Tretinoin,MHHCALL4,4.854526514,3.725769
1539,Ulixertinib,MHHCALL4,1.97731907,2.465044
1540,Uprosertib,MHHCALL4,1.324222231,2.046865
1541,VE-822,MHHCALL4,1.141044974,0.586866
1542,VE821,MHHCALL4,2.352740282,1.440043
1543,VX-11e,MHHCALL4,2.017346685,2.090265
1544,Veliparib,MHHCALL4,3.70679402,4.037213
1545,Venetoclax,MHHCALL4,-1.54283746,-3.641785
1546,Vinorelbine,MHHCALL4,-4.031006848,-5.855723
1547,Vismodegib,MHHCALL4,5.288961948,3.56635
1548,Vorinostat,MHHCALL4,0.308066663,-0.026435
1549,WEHI-539,MHHCALL4,2.938911114,1.95792
1550,WIKI4,MHHCALL4,3.677599184,3.223176
1551,WZ4003,MHHCALL4,5.349966337,2.096548
1552,Wee1 Inhibitor,MHHCALL4,1.514584675,0.26074
1553,Wnt-C59,MHHCALL4,5.160897453,2.805279
1554,XAV939,MHHCALL4,3.430855618,3.471304
1555,YK-4-279,MHHCALL4,1.22816864,0.695971
1556,ZM447439,MHHCALL4,0.853381955,-0.678914
1557,5-Fluorouracil,NCIH660,5.268167782,5.225764
1558,ABT737,NCIH660,-1.120801954,1.330523
1559,AGI-5198,NCIH660,4.292678486,5.129035
1560,AGI-6780,NCIH660,5.345980611,4.770693
1561,AGK2,NCIH660,3.542562432,4.013651
1562,AMG-319,NCIH660,5.091928514,5.441377
1563,AT13148,NCIH660,3.485370099,4.22198
1564,AZ6102,NCIH660,5.165166097,2.909094
1565,AZ960,NCIH660,4.858526586,1.813753
1566,AZD3759,NCIH660,1.978541429,3.542388
1567,AZD4547,NCIH660,5.316613532,3.008687
1568,AZD5363,NCIH660,2.622117739,3.873049
1569,AZD5582,NCIH660,1.901520185,3.260455
1570,AZD6482,NCIH660,3.519200405,4.651628
1571,AZD6738,NCIH660,3.709280967,2.677191
1572,AZD7762,NCIH660,1.218168946,0.330453
1573,AZD8186,NCIH660,4.005133341,4.249477
1574,Afatinib,NCIH660,2.459583285,2.130757
1575,Afuresertib,NCIH660,2.792302597,3.489833
1576,Alisertib,NCIH660,4.792804278,1.954549
1577,Alpelisib,NCIH660,3.412794975,4.474338
1578,Avagacestat,NCIH660,4.853275518,5.43345
1579,Axitinib,NCIH660,4.694023213,3.040421
1580,BI-2536,NCIH660,2.135581862,-1.213665
1581,BIBR-1532,NCIH660,3.547657908,5.288788
1582,BMS-345541,NCIH660,4.567191125,3.507022
1583,BMS-536924,NCIH660,5.337354128,3.073289
1584,BMS-754807,NCIH660,5.357237913,1.83314
1585,BX795,NCIH660,3.558850297,3.792547
1586,Bicalutamide,NCIH660,5.087130527,5.339758
1587,Bortezomib,NCIH660,-4.209785868,-4.801827
1588,Bosutinib,NCIH660,3.567414835,3.732526
1589,Buparlisib,NCIH660,3.067025965,1.448165
1590,CCT-018159,NCIH660,5.339656455,4.808577
1591,CCT007093,NCIH660,4.751576052,5.361229
1592,CHIR-99021,NCIH660,5.319335231,5.565033
1593,CZC24832,NCIH660,5.152569179,5.612986
1594,Camptothecin,NCIH660,0.623068258,-2.425318
1595,Cediranib,NCIH660,4.221623892,2.500539
1596,Crizotinib,NCIH660,4.539711545,2.849958
1597,Cyclophosphamide,NCIH660,4.77795698,5.62977
1598,Dabrafenib,NCIH660,3.926251722,5.660518
1599,Dactolisib,NCIH660,1.079994884,-0.983245
1600,Daporinad,NCIH660,1.933903378,-4.040967
1601,Dasatinib,NCIH660,3.745896874,3.039434
1602,Dinaciclib,NCIH660,2.392706132,-1.576271
1603,Docetaxel,NCIH660,-1.414952417,-2.806702
1604,Doramapimod,NCIH660,3.081509116,5.750707
1605,EHT-1864,NCIH660,4.051070314,3.88859
1606,EPZ004777,NCIH660,4.591326157,5.767242
1607,EPZ5676,NCIH660,5.361060334,5.972996
1608,Elesclomol,NCIH660,-0.138194391,-1.507641
1609,Entinostat,NCIH660,0.440531344,2.64261
1610,Entospletinib,NCIH660,5.043747357,4.67159
1611,Epirubicin,NCIH660,3.320956625,0.593266
1612,Erlotinib,NCIH660,5.03319985,4.156264
1613,Foretinib,NCIH660,2.595458046,1.088807
1614,Fulvestrant,NCIH660,3.058561132,3.663264
1615,GDC0810,NCIH660,5.115111861,5.487138
1616,GNE-317,NCIH660,2.887513217,1.227421
1617,GSK1904529A,NCIH660,4.892094824,4.66188
1618,GSK2578215A,NCIH660,4.703172405,5.544497
1619,GSK2606414,NCIH660,5.361502428,4.345508
1620,GSK269962A,NCIH660,3.736961721,2.83369
1621,GSK343,NCIH660,2.756216909,4.297189
1622,GSK591,NCIH660,4.536223524,4.853971
1623,GW441756,NCIH660,3.11210827,3.25112
1624,Gefitinib,NCIH660,2.586500617,4.105139
1625,Gemcitabine,NCIH660,3.015186528,1.184667
1626,I-BET-762,NCIH660,4.799892697,4.518194
1627,I-BRD9,NCIH660,5.231183616,4.900498
1628,IOX2,NCIH660,2.24086291,3.196943
1629,IWP-2,NCIH660,2.672765573,3.137772
1630,Ibrutinib,NCIH660,5.3422052,5.350551
1631,Ipatasertib,NCIH660,3.191063512,4.382849
1632,Irinotecan,NCIH660,3.481922263,3.609019
1633,JNK Inhibitor VIII,NCIH660,5.031971647,5.578248
1634,JQ1,NCIH660,4.236709673,3.170846
1635,KRAS (G12C) Inhibitor-12,NCIH660,5.786541251,5.401142
1636,KU-55933,NCIH660,5.360653461,5.42556
1637,LCL161,NCIH660,4.627291035,5.015052
1638,LGK974,NCIH660,4.815442836,4.347413
1639,LJI308,NCIH660,4.470094496,5.497345
1640,LY2109761,NCIH660,3.487976232,5.205251
1641,Lapatinib,NCIH660,4.048963767,4.883238
1642,Leflunomide,NCIH660,5.329358965,5.450638
1643,Lenalidomide,NCIH660,5.212644402,5.719068
1644,Lestaurtinib,NCIH660,1.343517132,1.091822
1645,Linsitinib,NCIH660,4.747479457,4.773212
1646,Luminespib,NCIH660,0.398794514,-1.560265
1647,MG-132,NCIH660,-0.629953316,-0.776264
1648,MIRA-1,NCIH660,5.009548222,5.797436
1649,MK-1775,NCIH660,3.1395187,0.611728
1650,MK-2206,NCIH660,2.989954777,3.60907
1651,MK-8776,NCIH660,4.052636544,3.472988
1652,ML323,NCIH660,5.728367201,4.798889
1653,MN-64,NCIH660,5.049363559,5.105618
1654,Methotrexate,NCIH660,2.612124842,0.3364
1655,Mirin,NCIH660,5.696354364,5.344261
1656,Motesanib,NCIH660,5.348618757,5.945653
1657,NU7441,NCIH660,5.308547584,4.155259
1658,NVP-ADW742,NCIH660,4.072083087,3.689203
1659,Navitoclax,NCIH660,-1.238057147,0.495196
1660,Nilotinib,NCIH660,4.014597266,3.953715
1661,Niraparib,NCIH660,4.42161554,4.729606
1662,Nutlin-3a (-),NCIH660,4.923240529,6.111623
1663,OF-1,NCIH660,4.444925916,4.300466
1664,OSI-027,NCIH660,4.186402126,3.258816
1665,OTX015,NCIH660,4.878661443,3.866623
1666,Olaparib,NCIH660,5.315434252,4.658529
1667,Osimertinib,NCIH660,1.696426619,1.884846
1668,Oxaliplatin,NCIH660,4.381885052,5.293233
1669,P22077,NCIH660,2.237741599,5.019931
1670,PCI-34051,NCIH660,4.836959811,5.084945
1671,PD0325901,NCIH660,3.94787558,3.819313
1672,PD173074,NCIH660,4.784091053,4.384969
1673,PF-4708671,NCIH660,4.071239369,3.834187
1674,PFI-1,NCIH660,5.296175554,4.577758
1675,PFI3,NCIH660,5.361329618,5.833831
1676,PLX-4720,NCIH660,4.681936349,5.375475
1677,PRIMA-1MET,NCIH660,5.681981971,5.44172
1678,PRT062607,NCIH660,4.658161171,3.926109
1679,Paclitaxel,NCIH660,0.248295935,-2.683265
1680,Palbociclib,NCIH660,3.496086983,4.492913
1681,Pevonedistat,NCIH660,3.17390053,1.687547
1682,Picolinici-acid,NCIH660,5.279260084,5.569414
1683,Pictilisib,NCIH660,2.780217702,1.419041
1684,Piperlongumine,NCIH660,2.27952686,2.586699
1685,Pyridostatin,NCIH660,3.450875407,4.158052
1686,RO-3306,NCIH660,4.405105303,3.876775
1687,RVX-208,NCIH660,4.751260376,5.380778
1688,Rapamycin,NCIH660,0.730717433,-1.314028
1689,Refametinib,NCIH660,5.124838986,4.298194
1690,Ribociclib,NCIH660,3.8162926,4.289517
1691,Rucaparib,NCIH660,3.315347198,4.309806
1692,Ruxolitinib,NCIH660,4.499907844,5.11225
1693,SB216763,NCIH660,5.293945736,5.746236
1694,SB505124,NCIH660,2.788432599,3.660789
1695,SB590885,NCIH660,4.668355247,5.130144
1696,SCH772984,NCIH660,4.766808155,4.477139
1697,SGC0946,NCIH660,1.740036396,2.378081
1698,SL0101,NCIH660,4.579550587,5.229577
1699,SN-38,NCIH660,2.854814013,-0.849328
1700,Sabutoclax,NCIH660,1.65576459,0.180294
1701,Sapitinib,NCIH660,4.069226998,5.008151
1702,Savolitinib,NCIH660,2.797799467,2.899485
1703,Selumetinib,NCIH660,5.331880531,5.271759
1704,Sepantronium bromide,NCIH660,-3.502610183,-4.541243
1705,Serdemetan,NCIH660,5.252402105,4.162719
1706,Sorafenib,NCIH660,2.665449235,2.493279
1707,Staurosporine,NCIH660,0.507139618,-2.647047
1708,Talazoparib,NCIH660,4.404664765,3.605656
1709,Tamoxifen,NCIH660,5.001976251,4.378961
1710,Tanespimycin,NCIH660,2.715144783,0.544828
1711,Taselisib,NCIH660,3.187492749,2.460805
1712,Telomerase Inhibitor IX,NCIH660,1.666913202,1.336778
1713,Temozolomide,NCIH660,5.714447702,6.974106
1714,Temsirolimus,NCIH660,2.179415833,2.171254
1715,Tozasertib,NCIH660,4.614147559,2.082127
1716,Trametinib,NCIH660,2.433705046,2.631363
1717,Tretinoin,NCIH660,4.895716761,5.295857
1718,Ulixertinib,NCIH660,4.826233228,3.920465
1719,Uprosertib,NCIH660,3.518676805,3.942846
1720,VE-822,NCIH660,3.993010438,4.017008
1721,VE821,NCIH660,4.551123499,4.837497
1722,VX-11e,NCIH660,5.033385236,4.012938
1723,Veliparib,NCIH660,4.534436788,5.584693
1724,Venetoclax,NCIH660,-0.215924049,3.099072
1725,Vinorelbine,NCIH660,-0.300090687,-3.233472
1726,Vismodegib,NCIH660,5.188577601,5.41291
1727,Vorinostat,NCIH660,0.472147438,1.702229
1728,WEHI-539,NCIH660,3.795926645,3.801356
1729,WIKI4,NCIH660,4.280085849,3.939336
1730,WZ4003,NCIH660,5.325583504,5.253476
1731,Wee1 Inhibitor,NCIH660,3.275466698,2.959935
1732,Wnt-C59,NCIH660,4.507509835,4.757898
1733,XAV939,NCIH660,4.320473706,4.605561
1734,YK-4-279,NCIH660,4.092614504,3.239442
1735,ZM447439,NCIH660,4.273894457,3.319724
1736,5-Fluorouracil,KARPAS620,5.28898721,3.292372
1737,5-azacytidine,KARPAS620,1.464195733,2.668036
1738,A-366,KARPAS620,3.657504574,4.234089
1739,ABT737,KARPAS620,-1.874903367,-0.15101
1740,AGI-5198,KARPAS620,4.070184888,4.320895
1741,AGI-6780,KARPAS620,3.369477595,3.521504
1742,AGK2,KARPAS620,2.659217507,2.711802
1743,AMG-319,KARPAS620,5.118619772,4.593964
1744,AT13148,KARPAS620,1.992466355,2.558924
1745,AZ6102,KARPAS620,1.835455508,2.080214
1746,AZ960,KARPAS620,-0.288656548,0.09856
1747,AZD1208,KARPAS620,4.702657725,4.306478
1748,AZD1332,KARPAS620,2.526858803,2.840256
1749,AZD2014,KARPAS620,0.44934851,1.687202
1750,AZD3759,KARPAS620,2.397799426,2.188342
1751,AZD4547,KARPAS620,2.98519445,1.428083
1752,AZD5153,KARPAS620,-0.811855251,-1.168345
1753,AZD5363,KARPAS620,1.07084988,2.11928
1754,AZD5438,KARPAS620,1.147805799,0.833512
1755,AZD5582,KARPAS620,1.022323392,1.035747
1756,AZD5991,KARPAS620,-2.266701936,-0.443156
1757,AZD6738,KARPAS620,3.296418296,1.05438
1758,AZD7762,KARPAS620,-0.12647314,-0.885968
1759,AZD8055,KARPAS620,-0.899875914,-1.207903
1760,AZD8186,KARPAS620,2.629877269,2.864992
1761,Acetalax,KARPAS620,5.376993576,4.710434
1762,Afatinib,KARPAS620,1.203003603,0.888414
1763,Afuresertib,KARPAS620,0.400762309,1.616166
1764,Alpelisib,KARPAS620,1.455331839,2.792738
1765,Avagacestat,KARPAS620,5.464786755,4.390311
1766,Axitinib,KARPAS620,2.606621618,1.409314
1767,BIBR-1532,KARPAS620,5.116641645,4.403275
1768,BMS-345541,KARPAS620,2.01365294,2.192101
1769,BMS-536924,KARPAS620,0.480872333,1.627653
1770,BMS-754807,KARPAS620,-1.669760436,0.438725
1771,Bleomycin,KARPAS620,2.779408519,2.787468
1772,Bleomycin (50 uM),KARPAS620,5.33804297,2.476307
1773,Bortezomib,KARPAS620,-5.108765902,-5.862735
1774,Bosutinib,KARPAS620,2.779673821,1.693946
1775,Bromosporine,KARPAS620,0.578439176,1.294488
1776,Buparlisib,KARPAS620,0.666081273,0.152941
1777,CCT007093,KARPAS620,5.130675612,4.335241
1778,CPI-637,KARPAS620,2.28395839,2.957677
1779,CZC24832,KARPAS620,4.904136211,4.602383
1780,Camptothecin,KARPAS620,1.216781984,-4.051471
1781,Carmustine,KARPAS620,6.207888159,5.49342
1782,Cediranib,KARPAS620,1.75199113,1.725156
1783,Cisplatin,KARPAS620,4.136699606,1.857741
1784,Crizotinib,KARPAS620,1.383403646,0.732197
1785,Cyclophosphamide,KARPAS620,4.254270793,4.623719
1786,Cytarabine,KARPAS620,3.521200851,1.422787
1787,Dabrafenib,KARPAS620,4.819655987,4.266835
1788,Dacarbazine,KARPAS620,4.661066695,5.086856
1789,Dactinomycin,KARPAS620,-3.50376674,-5.167223
1790,Dactolisib,KARPAS620,-2.413956396,-2.602189
1791,Daporinad,KARPAS620,-4.513411543,-6.048649
1792,Dasatinib,KARPAS620,2.138700102,0.763721
1793,Dihydrorotenone,KARPAS620,-0.891460689,-0.525955
1794,Dinaciclib,KARPAS620,-4.191945817,-4.707622
1795,Docetaxel,KARPAS620,-5.371793758,-6.021544
1796,Doramapimod,KARPAS620,5.005478528,4.823321
1797,EHT-1864,KARPAS620,3.576946039,3.344769
1798,EPZ004777,KARPAS620,4.047628699,4.804753
1799,EPZ5676,KARPAS620,5.446325937,4.923246
1800,Elephantin,KARPAS620,1.960846881,3.003215
1801,Entinostat,KARPAS620,0.039014655,0.786166
1802,Entospletinib,KARPAS620,4.864034752,3.278581
1803,Epirubicin,KARPAS620,-0.25204293,-1.936814
1804,Erlotinib,KARPAS620,2.808965361,2.311807
1805,Fludarabine,KARPAS620,5.357123259,4.748199
1806,Foretinib,KARPAS620,1.15856027,-0.508956
1807,Fulvestrant,KARPAS620,2.832966772,3.222939
1808,GDC0810,KARPAS620,3.671829325,4.722752
1809,GNE-317,KARPAS620,-0.31850016,0.053123
1810,GSK-LSD1,KARPAS620,2.075139937,1.977025
1811,GSK1904529A,KARPAS620,4.232990654,3.932404
1812,GSK2110183B,KARPAS620,0.368950769,2.598607
1813,GSK2578215A,KARPAS620,4.20730812,4.596532
1814,GSK2606414,KARPAS620,3.687244357,2.929427
1815,GSK2801,KARPAS620,3.004922498,3.909096
1816,GSK2830371,KARPAS620,4.368196475,4.770501
1817,GSK343,KARPAS620,3.402685007,3.174144
1818,GSK591,KARPAS620,5.008246771,3.582911
1819,GW441756,KARPAS620,2.504337259,2.494562
1820,Gallibiscoquinazole,KARPAS620,2.441524136,2.318731
1821,Gefitinib,KARPAS620,3.5212377,2.80664
1822,Gemcitabine,KARPAS620,2.622433921,-2.870224
1823,I-BET-762,KARPAS620,1.112432585,2.012937
1824,I-BRD9,KARPAS620,2.786847889,3.44427
1825,ICL-SIRT078,KARPAS620,4.927852566,3.420669
1826,IWP-2,KARPAS620,2.31923802,2.119703
1827,Ibrutinib,KARPAS620,2.706226274,3.328222
1828,Ipatasertib,KARPAS620,1.778842615,2.900175
1829,Irinotecan,KARPAS620,4.720677089,2.318795
1830,JNK Inhibitor VIII,KARPAS620,4.961007407,4.492414
1831,JQ1,KARPAS620,2.072914207,-0.851316
1832,KRAS (G12C) Inhibitor-12,KARPAS620,4.233479415,3.699935
1833,KU-55933,KARPAS620,4.631148299,4.377514
1834,L-Oxonoreleagnine,KARPAS620,3.700341804,3.036688
1835,LCL161,KARPAS620,4.52116753,4.260191
1836,LGK974,KARPAS620,3.50166473,3.211983
1837,LJI308,KARPAS620,4.378922436,4.577671
1838,LMP744,KARPAS620,0.792461952,-2.435497
1839,LY2109761,KARPAS620,4.795119988,4.584377
1840,Lapatinib,KARPAS620,3.868224292,3.067472
1841,Leflunomide,KARPAS620,4.189390723,4.518874
1842,Lenalidomide,KARPAS620,4.673218223,4.72221
1843,Lestaurtinib,KARPAS620,-0.578445407,-1.399949
1844,Linsitinib,KARPAS620,0.006349102,3.149324
1845,Luminespib,KARPAS620,-2.939994175,-3.577785
1846,MG-132,KARPAS620,-1.820149626,-1.755141
1847,MIM1,KARPAS620,3.125022562,3.071721
1848,MIRA-1,KARPAS620,5.110699638,4.692826
1849,MK-1775,KARPAS620,1.250847522,-0.664524
1850,MK-2206,KARPAS620,0.528114917,2.124019
1851,MK-8776,KARPAS620,3.744309205,2.003227
1852,ML323,KARPAS620,3.524306168,3.448792
1853,MN-64,KARPAS620,5.130675612,4.099581
1854,Methotrexate,KARPAS620,-1.848263954,-2.146267
1855,Mirin,KARPAS620,3.914383375,3.725275
1856,Mitoxantrone,KARPAS620,0.188974046,-0.518658
1857,Motesanib,KARPAS620,5.019888112,4.747569
1858,Mycophenolic acid,KARPAS620,3.076724328,1.102564
1859,N-acetyl cysteine,KARPAS620,10.37952213,9.75984
1860,NU7441,KARPAS620,2.865555123,2.373935
1861,NVP-ADW742,KARPAS620,0.636775408,1.842277
1862,Navitoclax,KARPAS620,-1.991854179,-0.216063
