,drug,cell_line,IC50,OncotreeCode,prediction
1468,Alpelisib,HUPT3,3.764068,PAAD,3.867371
1469,Avagacestat,HUPT3,6.367716,PAAD,5.278791
1470,Axitinib,HUPT3,5.336774,PAAD,3.795354
1471,BI-2536,HUPT3,2.917101,PAAD,0.40331
1472,BIBR-1532,HUPT3,5.683064,PAAD,5.557721
1473,BMS-345541,HUPT3,4.945596,PAAD,3.266325
1474,BMS-536924,HUPT3,0.970073,PAAD,2.028997
1475,BMS-754807,HUPT3,3.647074,PAAD,3.626
1476,Bleomycin,HUPT3,3.296236,PAAD,3.975163
1477,Bleomycin (50 uM),HUPT3,5.662677,PAAD,3.952595
1478,Bortezomib,HUPT3,-5.07682,PAAD,-4.637776
1479,Bosutinib,HUPT3,3.304578,PAAD,2.759481
1480,Bromosporine,HUPT3,4.26462,PAAD,2.63064
1481,Buparlisib,HUPT3,2.023491,PAAD,1.505342
1482,CCT007093,HUPT3,6.269375,PAAD,5.241741
1483,CPI-637,HUPT3,5.631616,PAAD,4.357235
1484,CZC24832,HUPT3,6.637872,PAAD,5.250341
1485,Camptothecin,HUPT3,-0.826389,PAAD,-1.596186
1486,Carmustine,HUPT3,7.924077,PAAD,6.253585
1487,Cediranib,HUPT3,3.235906,PAAD,2.196092
1488,Cisplatin,HUPT3,6.628738,PAAD,3.992261
1489,Crizotinib,HUPT3,5.369132,PAAD,2.881317
1490,Cyclophosphamide,HUPT3,6.272366,PAAD,5.303593
1491,Cytarabine,HUPT3,2.930223,PAAD,2.597179
1492,Dabrafenib,HUPT3,6.803104,PAAD,5.342365
1493,Dacarbazine,HUPT3,7.304137,PAAD,5.85128
1494,Dactinomycin,HUPT3,-3.642662,PAAD,-3.122107
1495,Dactolisib,HUPT3,0.641964,PAAD,-1.273077
1496,Dasatinib,HUPT3,-1.431233,PAAD,0.831912
1497,Dihydrorotenone,HUPT3,2.996705,PAAD,1.376371
1498,Dinaciclib,HUPT3,-0.565391,PAAD,-2.557636
1499,Docetaxel,HUPT3,-1.944026,PAAD,-2.062184
1500,Doramapimod,HUPT3,6.707033,PAAD,5.760801
1501,EHT-1864,HUPT3,4.830747,PAAD,4.038411
1502,EPZ004777,HUPT3,6.565939,PAAD,5.441452
1503,EPZ5676,HUPT3,6.367938,PAAD,6.049622
1504,Elephantin,HUPT3,4.129173,PAAD,3.650858
1505,Entinostat,HUPT3,2.92097,PAAD,2.350803
1506,Entospletinib,HUPT3,3.705283,PAAD,3.877943
1507,Epirubicin,HUPT3,-0.268502,PAAD,-0.677432
1508,Erlotinib,HUPT3,5.206202,PAAD,2.755881
1509,Fludarabine,HUPT3,6.037194,PAAD,4.940796
1510,Foretinib,HUPT3,1.983741,PAAD,1.403296
1511,Fulvestrant,HUPT3,4.985843,PAAD,4.115399
1512,GDC0810,HUPT3,6.227221,PAAD,5.419891
1513,GNE-317,HUPT3,1.241364,PAAD,0.77024
1514,GSK-LSD1,HUPT3,4.200141,PAAD,2.723056
1515,GSK1904529A,HUPT3,6.230288,PAAD,4.783181
1516,GSK2110183B,HUPT3,5.555695,PAAD,3.265297
1517,GSK2578215A,HUPT3,6.504028,PAAD,5.376035
1518,GSK2606414,HUPT3,5.597851,PAAD,4.179369
1519,GSK2801,HUPT3,5.72236,PAAD,5.060388
1520,GSK2830371,HUPT3,6.615399,PAAD,5.825553
1521,GSK343,HUPT3,4.604047,PAAD,3.82112
1522,GSK591,HUPT3,6.357431,PAAD,4.514643
1523,GW441756,HUPT3,2.751036,PAAD,3.595978
1524,Gallibiscoquinazole,HUPT3,3.383344,PAAD,2.835894
1525,Gefitinib,HUPT3,4.843653,PAAD,2.689217
1526,Gemcitabine,HUPT3,1.086821,PAAD,1.38968
1527,I-BET-762,HUPT3,4.680004,PAAD,3.661553
1528,I-BRD9,HUPT3,4.732687,PAAD,4.834735
1529,ICL-SIRT078,HUPT3,5.726504,PAAD,4.514493
1530,IWP-2,HUPT3,4.423357,PAAD,3.258316
1531,Ibrutinib,HUPT3,6.972951,PAAD,4.303841
1532,Ipatasertib,HUPT3,4.346506,PAAD,2.796907
1533,Irinotecan,HUPT3,5.328577,PAAD,3.029992
1534,JNK Inhibitor VIII,HUPT3,6.752959,PAAD,5.452498
1535,JQ1,HUPT3,2.35884,PAAD,2.206646
1536,KRAS (G12C) Inhibitor-12,HUPT3,7.328904,PAAD,5.062846
1537,KU-55933,HUPT3,6.963326,PAAD,5.263911
1538,L-Oxonoreleagnine,HUPT3,4.703755,PAAD,3.833934
1539,LCL161,HUPT3,5.333825,PAAD,5.399216
1540,LGK974,HUPT3,6.510435,PAAD,4.583887
1541,LJI308,HUPT3,6.654058,PAAD,5.360616
1542,LMP744,HUPT3,3.073304,PAAD,-0.452371
1543,LY2109761,HUPT3,6.900821,PAAD,5.653186
1544,Lapatinib,HUPT3,5.691017,PAAD,2.18821
1545,Leflunomide,HUPT3,6.205926,PAAD,5.328316
1546,Lenalidomide,HUPT3,6.238464,PAAD,5.489263
1547,Lestaurtinib,HUPT3,1.494658,PAAD,0.625058
1548,Linsitinib,HUPT3,4.16636,PAAD,4.284087
1549,Luminespib,HUPT3,-1.606352,PAAD,-2.111966
1550,MG-132,HUPT3,-1.294428,PAAD,-0.995822
1551,MIM1,HUPT3,4.59956,PAAD,3.998789
1552,MIRA-1,HUPT3,7.309043,PAAD,5.600653
1553,MK-1775,HUPT3,1.009064,PAAD,0.899869
1554,MK-2206,HUPT3,5.05991,PAAD,2.737588
1555,MK-8776,HUPT3,3.100715,PAAD,3.475696
1556,ML323,HUPT3,6.743122,PAAD,4.788374
1557,MN-64,HUPT3,5.818955,PAAD,4.973673
1558,Methotrexate,HUPT3,-1.865393,PAAD,0.451144
1559,Mirin,HUPT3,5.37303,PAAD,4.611576
1560,Mitoxantrone,HUPT3,1.940313,PAAD,1.283178
1561,Motesanib,HUPT3,6.972951,PAAD,6.109881
1562,Mycophenolic acid,HUPT3,3.804768,PAAD,1.426559
1563,N-acetyl cysteine,HUPT3,10.557214,PAAD,10.551977
1564,NU7441,HUPT3,5.39077,PAAD,3.355704
1565,NVP-ADW742,HUPT3,3.052012,PAAD,3.139304
1566,Navitoclax,HUPT3,3.102561,PAAD,3.046752
1567,Nelarabine,HUPT3,7.241248,PAAD,6.000836
1568,Nilotinib,HUPT3,5.192292,PAAD,4.455599
1569,Niraparib,HUPT3,5.2294,PAAD,4.612702
1570,Nutlin-3a (-),HUPT3,6.450868,PAAD,5.511987
1571,OF-1,HUPT3,5.684347,PAAD,4.14463
1572,OSI-027,HUPT3,4.190665,PAAD,2.401028
1573,OTX015,HUPT3,2.848331,PAAD,2.792268
1574,Obatoclax Mesylate,HUPT3,2.186063,PAAD,0.788425
1575,Olaparib,HUPT3,5.918721,PAAD,5.096798
1576,Osimertinib,HUPT3,2.722574,PAAD,1.694932
1577,Oxaliplatin,HUPT3,4.785867,PAAD,4.419713
1578,P22077,HUPT3,3.978715,PAAD,4.419935
1579,PCI-34051,HUPT3,5.446315,PAAD,4.507066
1580,PD0325901,HUPT3,0.394802,PAAD,-0.523743
1581,PD173074,HUPT3,4.631652,PAAD,3.929536
1582,PFI-1,HUPT3,4.323545,PAAD,4.383105
1583,PFI3,HUPT3,5.679288,PAAD,5.756877
1584,PLX-4720,HUPT3,6.260292,PAAD,4.37944
1585,POMHEX,HUPT3,0.403975,PAAD,1.732708
1586,PRIMA-1MET,HUPT3,3.566369,PAAD,4.906408
1587,PRT062607,HUPT3,4.267184,PAAD,3.219821
1588,Paclitaxel,HUPT3,-2.43135,PAAD,-1.061931
1589,Palbociclib,HUPT3,3.781254,PAAD,4.262562
1590,Pevonedistat,HUPT3,0.123355,PAAD,1.368043
1591,Picolinici-acid,HUPT3,6.428228,PAAD,5.23103
1592,Pictilisib,HUPT3,2.079755,PAAD,1.550287
1593,Podophyllotoxin bromide,HUPT3,1.267944,PAAD,-0.368982
1594,Pyridostatin,HUPT3,5.1884,PAAD,4.062188
1595,RO-3306,HUPT3,5.625343,PAAD,3.849604
1596,RVX-208,HUPT3,5.147422,PAAD,5.2945
1597,Rapamycin,HUPT3,-0.018623,PAAD,-1.462825
1598,Refametinib,HUPT3,2.938581,PAAD,0.966165
1599,Remodelin,HUPT3,6.249586,PAAD,4.62347
1600,Ribociclib,HUPT3,5.619481,PAAD,4.10232
1601,Romidepsin,HUPT3,-4.20712,PAAD,-5.243707
1602,Rucaparib,HUPT3,5.689319,PAAD,4.212932
1603,Ruxolitinib,HUPT3,6.992083,PAAD,5.04026
1604,SB216763,HUPT3,6.887944,PAAD,5.631356
1605,SB590885,HUPT3,6.256168,PAAD,4.932755
1606,SCH772984,HUPT3,1.752319,PAAD,2.013698
1607,SGC-CBP30,HUPT3,5.954254,PAAD,4.385358
1608,SGC0946,HUPT3,2.573323,PAAD,2.262671
1609,SN-38,HUPT3,4.636571,PAAD,-1.19778
1610,Sabutoclax,HUPT3,0.259591,PAAD,0.029225
1611,Sapitinib,HUPT3,3.891753,PAAD,2.813358
1612,Savolitinib,HUPT3,3.157255,PAAD,2.738592
1613,Schweinfurthin A,HUPT3,4.656106,PAAD,1.945963
1614,Selumetinib,HUPT3,3.42916,PAAD,2.20567
1615,Sepantronium bromide,HUPT3,-4.619844,PAAD,-3.384616
1616,Serdemetan,HUPT3,6.968825,PAAD,4.191411
1617,Sinularin,HUPT3,4.560657,PAAD,3.622252
1618,Sorafenib,HUPT3,3.270515,PAAD,2.973467
1619,Staurosporine,HUPT3,-2.011658,PAAD,-2.393325
1620,Talazoparib,HUPT3,4.111615,PAAD,4.525501
1621,Tamoxifen,HUPT3,4.753664,PAAD,3.685536
1622,Tanespimycin,HUPT3,0.55832,PAAD,0.091413
1623,Taselisib,HUPT3,3.059643,PAAD,1.476437
1624,Telomerase Inhibitor IX,HUPT3,0.118635,PAAD,0.570085
1625,Temozolomide,HUPT3,7.598601,PAAD,6.865473
1626,Temsirolimus,HUPT3,3.815625,PAAD,1.380572
1627,Teniposide,HUPT3,1.403075,PAAD,0.669405
1628,Topotecan,HUPT3,1.624288,PAAD,0.388161
1629,Trametinib,HUPT3,-0.556746,PAAD,-0.628711
1630,UMI-77,HUPT3,4.759514,PAAD,2.904526
1631,UNC0379,HUPT3,4.106212,PAAD,3.871679
1632,UNC0638,HUPT3,5.547506,PAAD,4.68679
1633,Ulixertinib,HUPT3,2.492449,PAAD,2.057576
1634,Uprosertib,HUPT3,5.116781,PAAD,3.069779
1635,VE-822,HUPT3,6.232637,PAAD,4.016861
1636,VE821,HUPT3,6.612262,PAAD,4.738379
1637,VX-11e,HUPT3,2.322446,PAAD,2.216879
1638,Veliparib,HUPT3,6.894329,PAAD,5.29629
1639,Venetoclax,HUPT3,6.502053,PAAD,3.325277
1640,Vinblastine,HUPT3,-1.911228,PAAD,-1.570195
1641,Vincristine,HUPT3,1.001599,PAAD,0.003369
1642,Vinorelbine,HUPT3,-1.452017,PAAD,-1.167159
1643,Vismodegib,HUPT3,6.873993,PAAD,5.15838
1644,Vorinostat,HUPT3,1.834141,PAAD,1.64022
1645,WEHI-539,HUPT3,4.972941,PAAD,4.003529
1646,WIKI4,HUPT3,3.940372,PAAD,3.802206
1647,WZ4003,HUPT3,6.181189,PAAD,4.05542
1648,Wee1 Inhibitor,HUPT3,2.006147,PAAD,2.210844
1649,Wnt-C59,HUPT3,5.526972,PAAD,4.615404
1650,XAV939,HUPT3,6.06064,PAAD,4.656027
1651,YK-4-279,HUPT3,3.85554,PAAD,2.802159
1652,ZM447439,HUPT3,5.907037,PAAD,3.249823
1653,Zoledronate,HUPT3,5.146988,PAAD,3.994478
1654,alpha-lipoic acid,HUPT3,9.327014,PAAD,7.455593
1655,glutathione,HUPT3,10.256699,PAAD,9.716648
1656,5-Fluorouracil,JHOS2,4.228336,HGSOC,6.010659
1657,ABT737,JHOS2,2.225648,HGSOC,3.715309
1658,AGI-5198,JHOS2,5.027718,HGSOC,5.709549
1659,AGI-6780,JHOS2,4.890542,HGSOC,5.313967
1660,AGK2,JHOS2,2.73462,HGSOC,3.83121
1661,AMG-319,JHOS2,4.303435,HGSOC,5.783473
1662,AT13148,JHOS2,4.183714,HGSOC,4.47011
1663,AZ6102,JHOS2,2.037443,HGSOC,3.068398
1664,AZ960,JHOS2,0.793041,HGSOC,3.173594
1665,AZD3759,JHOS2,2.467166,HGSOC,3.066593
1666,AZD4547,JHOS2,5.29566,HGSOC,4.4458
1667,AZD5363,JHOS2,3.144398,HGSOC,4.012964
1668,AZD5582,JHOS2,-2.851318,HGSOC,3.000997
1669,AZD6482,JHOS2,2.75295,HGSOC,4.400907
1670,AZD6738,JHOS2,2.258102,HGSOC,2.964844
1671,AZD7762,JHOS2,1.537395,HGSOC,0.952765
1672,AZD8186,JHOS2,1.555533,HGSOC,3.610925
1673,Afatinib,JHOS2,0.761278,HGSOC,2.257183
1674,Afuresertib,JHOS2,3.611166,HGSOC,3.438273
1675,Alisertib,JHOS2,1.157721,HGSOC,2.997734
1676,Alpelisib,JHOS2,2.776039,HGSOC,4.818214
1677,Avagacestat,JHOS2,5.754739,HGSOC,5.767227
1678,Axitinib,JHOS2,3.389469,HGSOC,4.69578
1679,BI-2536,JHOS2,-1.368406,HGSOC,0.49061
1680,BIBR-1532,JHOS2,4.822743,HGSOC,5.806074
1681,BMS-345541,JHOS2,2.125122,HGSOC,4.314755
1682,BMS-536924,JHOS2,3.099801,HGSOC,2.706098
1683,BMS-754807,JHOS2,2.263787,HGSOC,4.320042
1684,BX795,JHOS2,2.153816,HGSOC,4.014174
1685,Bicalutamide,JHOS2,5.113822,HGSOC,5.582667
1686,Bortezomib,JHOS2,-5.348297,HGSOC,-4.937529
1687,Bosutinib,JHOS2,2.54341,HGSOC,3.346995
1688,Buparlisib,JHOS2,1.406466,HGSOC,1.773815
1689,CCT-018159,JHOS2,3.517223,HGSOC,4.409163
1690,CCT007093,JHOS2,5.062895,HGSOC,5.598305
1691,CHIR-99021,JHOS2,3.948171,HGSOC,5.526647
1692,CZC24832,JHOS2,5.349111,HGSOC,5.995132
1693,Camptothecin,JHOS2,-2.266842,HGSOC,-0.092649
1694,Cediranib,JHOS2,2.670979,HGSOC,2.707931
1695,Crizotinib,JHOS2,3.907373,HGSOC,4.124528
1696,Cyclophosphamide,JHOS2,4.736643,HGSOC,5.594026
1697,Dabrafenib,JHOS2,4.626475,HGSOC,6.024201
1698,Dactinomycin,JHOS2,-5.36546,HGSOC,-2.961851
1699,Dactolisib,JHOS2,-1.768756,HGSOC,-0.609568
1700,Daporinad,JHOS2,-3.704985,HGSOC,-4.255196
1701,Dasatinib,JHOS2,0.302502,HGSOC,-0.066833
1702,Dinaciclib,JHOS2,-2.949113,HGSOC,-2.0595
1703,Docetaxel,JHOS2,-4.731928,HGSOC,-2.388451
1704,Doramapimod,JHOS2,4.319123,HGSOC,6.23044
1705,EHT-1864,JHOS2,4.515775,HGSOC,4.194461
1706,EPZ004777,JHOS2,5.784598,HGSOC,6.007998
1707,EPZ5676,JHOS2,5.744681,HGSOC,6.569144
1708,Elesclomol,JHOS2,-2.251982,HGSOC,-0.601562
1709,Entinostat,JHOS2,2.212734,HGSOC,3.705391
1710,Entospletinib,JHOS2,3.303623,HGSOC,4.551342
1711,Epirubicin,JHOS2,-0.802253,HGSOC,0.138659
1712,Erlotinib,JHOS2,1.774768,HGSOC,4.089211
1713,Foretinib,JHOS2,1.661251,HGSOC,1.900188
1714,Fulvestrant,JHOS2,3.549606,HGSOC,4.811213
1715,GDC0810,JHOS2,5.83024,HGSOC,5.75893
1716,GNE-317,JHOS2,-0.343397,HGSOC,1.059398
1717,GSK1904529A,JHOS2,4.917037,HGSOC,5.184576
1718,GSK2578215A,JHOS2,5.133321,HGSOC,6.205021
1719,GSK2606414,JHOS2,3.58398,HGSOC,4.859722
1720,GSK269962A,JHOS2,2.63486,HGSOC,2.846114
1721,GSK343,JHOS2,2.097458,HGSOC,4.775333
1722,GSK591,JHOS2,4.44858,HGSOC,5.27448
1723,GW441756,JHOS2,4.214171,HGSOC,3.752297
1724,Gefitinib,JHOS2,3.11361,HGSOC,3.936696
1725,Gemcitabine,JHOS2,-1.539653,HGSOC,3.528984
1726,I-BET-762,JHOS2,2.782556,HGSOC,4.138741
1727,I-BRD9,JHOS2,4.329478,HGSOC,5.477177
1728,IOX2,JHOS2,2.834821,HGSOC,2.748384
1729,IWP-2,JHOS2,3.156771,HGSOC,3.529156
1730,Ibrutinib,JHOS2,3.524715,HGSOC,5.7179
1731,Ipatasertib,JHOS2,3.418014,HGSOC,3.960238
1732,Irinotecan,JHOS2,1.349314,HGSOC,4.467177
1733,JNK Inhibitor VIII,JHOS2,3.731971,HGSOC,5.637471
1734,JQ1,JHOS2,2.227274,HGSOC,2.863657
1735,KRAS (G12C) Inhibitor-12,JHOS2,5.115348,HGSOC,5.456695
1736,KU-55933,JHOS2,5.285651,HGSOC,5.877305
1737,LCL161,JHOS2,0.105342,HGSOC,5.619097
1738,LGK974,JHOS2,5.659054,HGSOC,5.017151
1739,LJI308,JHOS2,4.282328,HGSOC,5.955491
1740,LY2109761,JHOS2,3.396711,HGSOC,5.981961
1741,Lapatinib,JHOS2,4.331151,HGSOC,3.568488
1742,Leflunomide,JHOS2,5.68347,HGSOC,5.610514
1743,Lenalidomide,JHOS2,5.494029,HGSOC,6.069551
1744,Lestaurtinib,JHOS2,-0.70284,HGSOC,1.203609
1745,Linsitinib,JHOS2,4.228176,HGSOC,5.152824
1746,Luminespib,JHOS2,-2.580251,HGSOC,-1.381811
1747,MG-132,JHOS2,-0.96503,HGSOC,-1.209935
1748,MIRA-1,JHOS2,5.195731,HGSOC,6.174384
1749,MK-1775,JHOS2,0.765105,HGSOC,1.212752
1750,MK-2206,JHOS2,3.705651,HGSOC,3.766105
1751,MK-8776,JHOS2,2.599541,HGSOC,4.241807
1752,ML323,JHOS2,4.766406,HGSOC,5.426593
1753,MN-64,JHOS2,3.198744,HGSOC,5.552211
1754,Methotrexate,JHOS2,2.85838,HGSOC,0.664494
1755,Mirin,JHOS2,3.437517,HGSOC,5.448905
1756,Motesanib,JHOS2,5.847898,HGSOC,6.599423
1757,NU7441,JHOS2,2.361833,HGSOC,4.241965
1758,NVP-ADW742,JHOS2,4.072045,HGSOC,4.090427
1759,Navitoclax,JHOS2,1.948815,HGSOC,3.431573
1760,Nilotinib,JHOS2,4.715417,HGSOC,5.257392
1761,Niraparib,JHOS2,3.777737,HGSOC,5.533292
1762,Nutlin-3a (-),JHOS2,4.650725,HGSOC,6.219851
1763,OF-1,JHOS2,3.170226,HGSOC,4.088935
1764,OSI-027,JHOS2,2.632011,HGSOC,2.787559
1765,OTX015,JHOS2,3.156937,HGSOC,3.139733
1766,Olaparib,JHOS2,3.75302,HGSOC,5.468192
1767,Osimertinib,JHOS2,1.03596,HGSOC,2.401617
1768,Oxaliplatin,JHOS2,4.061349,HGSOC,5.616817
1769,P22077,JHOS2,5.071504,HGSOC,5.508099
1770,PCI-34051,JHOS2,5.469516,HGSOC,5.27036
1771,PD0325901,JHOS2,1.823303,HGSOC,2.318858
1772,PD173074,JHOS2,3.522229,HGSOC,4.483657
1773,PF-4708671,JHOS2,4.714867,HGSOC,4.701941
1774,PFI-1,JHOS2,5.083689,HGSOC,4.540671
1775,PFI3,JHOS2,5.857477,HGSOC,6.088452
1776,PLX-4720,JHOS2,3.235909,HGSOC,5.237149
1777,PRIMA-1MET,JHOS2,4.002282,HGSOC,5.480856
1778,PRT062607,JHOS2,2.65614,HGSOC,4.642886
1779,Paclitaxel,JHOS2,-4.490169,HGSOC,-1.724166
1780,Palbociclib,JHOS2,4.91972,HGSOC,4.997322
1781,Pevonedistat,JHOS2,-0.496432,HGSOC,1.657568
1782,Picolinici-acid,JHOS2,5.748674,HGSOC,5.793627
1783,Pictilisib,JHOS2,0.595031,HGSOC,1.871136
1784,Piperlongumine,JHOS2,1.767577,HGSOC,2.511189
1785,Pyridostatin,JHOS2,4.514319,HGSOC,4.103145
1786,RO-3306,JHOS2,2.944556,HGSOC,4.924783
1787,RVX-208,JHOS2,5.224236,HGSOC,5.656195
1788,Rapamycin,JHOS2,-1.207229,HGSOC,-1.665942
1789,Refametinib,JHOS2,2.221299,HGSOC,3.105104
1790,Ribociclib,JHOS2,3.55559,HGSOC,4.845657
1791,Ruxolitinib,JHOS2,4.704688,HGSOC,5.546629
1792,SB216763,JHOS2,4.693993,HGSOC,5.825021
1793,SB505124,JHOS2,5.59742,HGSOC,4.408226
1794,SB590885,JHOS2,5.171509,HGSOC,5.690403
1795,SCH772984,JHOS2,2.432845,HGSOC,4.014071
1796,SGC0946,JHOS2,2.672624,HGSOC,2.371324
1797,SL0101,JHOS2,5.021502,HGSOC,4.990959
1798,SN-38,JHOS2,-3.870474,HGSOC,2.059598
1799,Sabutoclax,JHOS2,-0.024612,HGSOC,0.557732
1800,Sapitinib,JHOS2,2.92245,HGSOC,4.892319
1801,Savolitinib,JHOS2,3.556945,HGSOC,3.275585
1802,Selumetinib,JHOS2,3.895391,HGSOC,4.644103
1803,Sepantronium bromide,JHOS2,-6.301002,HGSOC,-4.900004
1804,Serdemetan,JHOS2,5.862939,HGSOC,4.992823
1805,Sorafenib,JHOS2,2.775368,HGSOC,3.700889
1806,Staurosporine,JHOS2,-4.964664,HGSOC,-2.082237
1807,Talazoparib,JHOS2,0.820346,HGSOC,4.883843
1808,Tamoxifen,JHOS2,5.8373,HGSOC,4.503935
1809,Tanespimycin,JHOS2,-0.117845,HGSOC,0.505754
1810,Taselisib,JHOS2,1.33752,HGSOC,2.80982
1811,Telomerase Inhibitor IX,JHOS2,-0.126601,HGSOC,1.13462
1812,Temozolomide,JHOS2,5.77798,HGSOC,6.968982
1813,Temsirolimus,JHOS2,1.843654,HGSOC,2.184842
1814,Tozasertib,JHOS2,2.832934,HGSOC,3.914808
1815,Trametinib,JHOS2,1.408977,HGSOC,1.374596
1816,Tretinoin,JHOS2,5.795858,HGSOC,5.616789
1817,Ulixertinib,JHOS2,2.858801,HGSOC,3.415917
1818,Uprosertib,JHOS2,4.598147,HGSOC,4.379314
1819,VE-822,JHOS2,4.73209,HGSOC,4.911678
1820,VE821,JHOS2,5.841133,HGSOC,5.541442
1821,VX-11e,JHOS2,2.298639,HGSOC,3.563638
1822,Veliparib,JHOS2,5.413462,HGSOC,5.828627
1823,Venetoclax,JHOS2,3.475826,HGSOC,4.058654
1824,Vinorelbine,JHOS2,-3.404921,HGSOC,-1.743313
1825,Vismodegib,JHOS2,5.004016,HGSOC,5.75804
1826,Vorinostat,JHOS2,2.300003,HGSOC,2.236354
1827,WEHI-539,JHOS2,2.28655,HGSOC,4.480784
1828,WIKI4,JHOS2,3.619425,HGSOC,4.22848
1829,WZ4003,JHOS2,5.515603,HGSOC,4.908421
1830,Wee1 Inhibitor,JHOS2,1.345349,HGSOC,2.989595
1831,Wnt-C59,JHOS2,5.581438,HGSOC,5.302691
1832,XAV939,JHOS2,2.582846,HGSOC,5.017978
1833,YK-4-279,JHOS2,1.825668,HGSOC,3.623955
1834,ZM447439,JHOS2,3.017543,HGSOC,3.950072
1835,5-Fluorouracil,CAL29,5.654608,BLCA,4.625919
1836,5-azacytidine,CAL29,2.773209,BLCA,3.738956
1837,A-366,CAL29,5.058174,BLCA,4.76048
1838,ABT737,CAL29,2.684398,BLCA,2.50303
1839,AGI-5198,CAL29,4.574554,BLCA,4.813975
1840,AGI-6780,CAL29,5.291497,BLCA,4.171722
1841,AGK2,CAL29,2.66555,BLCA,3.104861
1842,AMG-319,CAL29,5.409533,BLCA,5.308708
1843,AT13148,CAL29,2.240815,BLCA,3.786267
1844,AZ6102,CAL29,1.836721,BLCA,2.685719
1845,AZ960,CAL29,2.611497,BLCA,2.625637
1846,AZD1208,CAL29,5.417103,BLCA,5.321557
1847,AZD1332,CAL29,3.180695,BLCA,3.92984
1848,AZD2014,CAL29,1.698499,BLCA,2.361343
1849,AZD3759,CAL29,1.203083,BLCA,2.209235
1850,AZD4547,CAL29,2.446258,BLCA,2.419658
1851,AZD5153,CAL29,1.69521,BLCA,2.230063
1852,AZD5363,CAL29,2.600173,BLCA,3.47526
1853,AZD5438,CAL29,2.379174,BLCA,2.151109
1854,AZD5582,CAL29,1.683523,BLCA,4.302459
1855,AZD5991,CAL29,5.02033,BLCA,3.759377
1856,AZD6738,CAL29,0.970299,BLCA,2.411716
1857,AZD7762,CAL29,-0.202513,BLCA,-0.013141
1858,AZD8055,CAL29,-1.504404,BLCA,-0.12864
1859,AZD8186,CAL29,1.892547,BLCA,2.994432
1860,Acetalax,CAL29,4.033955,BLCA,3.088574
1861,Afatinib,CAL29,0.701823,BLCA,0.95539
1862,Afuresertib,CAL29,1.835512,BLCA,2.173409
1863,Alisertib,CAL29,3.44318,BLCA,2.507629
1864,Alpelisib,CAL29,0.659039,BLCA,3.803881
1865,Avagacestat,CAL29,5.508455,BLCA,5.001314
1866,Axitinib,CAL29,3.164711,BLCA,3.363209
1867,BI-2536,CAL29,-3.106793,BLCA,-0.402063
1868,BIBR-1532,CAL29,5.136143,BLCA,5.095563
1869,BMS-345541,CAL29,3.349129,BLCA,3.066505
1870,BMS-536924,CAL29,2.12662,BLCA,1.97594
1871,BMS-754807,CAL29,3.265579,BLCA,2.946263
1872,Bleomycin,CAL29,0.376443,BLCA,3.374007
1873,Bleomycin (50 uM),CAL29,2.021995,BLCA,3.399712
1874,Bortezomib,CAL29,-5.119188,BLCA,-4.923711
1875,Bosutinib,CAL29,2.707153,BLCA,2.629441
1876,Bromosporine,CAL29,3.438813,BLCA,2.76658
1877,Buparlisib,CAL29,0.101111,BLCA,1.220828
1878,CCT007093,CAL29,5.603949,BLCA,4.938942
1879,CPI-637,CAL29,4.81189,BLCA,4.034332
1880,CZC24832,CAL29,4.533589,BLCA,5.281834
1881,Camptothecin,CAL29,-3.787216,BLCA,-1.052777
1882,Carmustine,CAL29,6.347412,BLCA,6.065955
1883,Cediranib,CAL29,1.51852,BLCA,1.928064
1884,Cisplatin,CAL29,3.278122,BLCA,3.753627
1885,Crizotinib,CAL29,3.099574,BLCA,2.862685
1886,Cyclophosphamide,CAL29,5.334855,BLCA,5.037559
1887,Cytarabine,CAL29,3.146872,BLCA,2.903676
1888,Dabrafenib,CAL29,4.604076,BLCA,5.137674
1889,Dacarbazine,CAL29,4.506213,BLCA,5.609594
1890,Dactinomycin,CAL29,-4.222114,BLCA,-3.429569
1891,Dactolisib,CAL29,-2.632642,BLCA,-0.890851
1892,Dasatinib,CAL29,-0.680702,BLCA,-0.324294
1893,Dihydrorotenone,CAL29,1.087983,BLCA,0.359768
1894,Dinaciclib,CAL29,-3.519356,BLCA,-2.795617
1895,Docetaxel,CAL29,-5.277284,BLCA,-2.817257
1896,Doramapimod,CAL29,5.355535,BLCA,5.359014
1897,EHT-1864,CAL29,3.132676,BLCA,3.504307
1898,EPZ004777,CAL29,5.04605,BLCA,5.375482
1899,EPZ5676,CAL29,5.612103,BLCA,5.802776
1900,Elephantin,CAL29,3.024313,BLCA,4.128574
1901,Entinostat,CAL29,1.772935,BLCA,2.723588
1902,Entospletinib,CAL29,3.356352,BLCA,3.869013
1903,Epirubicin,CAL29,-1.426669,BLCA,-0.464288
1904,Erlotinib,CAL29,2.03388,BLCA,2.267977
1905,Fludarabine,CAL29,6.025019,BLCA,4.848392
1906,Foretinib,CAL29,1.823223,BLCA,1.512245
1907,Fulvestrant,CAL29,3.533012,BLCA,3.736903
1908,GDC0810,CAL29,4.842228,BLCA,5.189072
1909,GNE-317,CAL29,-0.812401,BLCA,0.574774
1910,GSK-LSD1,CAL29,3.109167,BLCA,2.6499
1911,GSK1904529A,CAL29,5.259982,BLCA,4.379115
1912,GSK2110183B,CAL29,1.54118,BLCA,3.255488
