#,drug,cell_line,IC50,OncotreeCode,prediction
481,Axitinib,RERFLCSQ1,3.42941,LUSC,2.658857
482,BI-2536,RERFLCSQ1,-3.151986,LUSC,-2.195817
483,BIBR-1532,RERFLCSQ1,5.498633,LUSC,4.922249
484,BMS-345541,RERFLCSQ1,3.699625,LUSC,2.569526
485,BMS-536924,RERFLCSQ1,2.683944,LUSC,1.334821
486,BMS-754807,RERFLCSQ1,1.748843,LUSC,1.5966
487,Bleomycin,RERFLCSQ1,2.363696,LUSC,2.41229
488,Bleomycin (50 uM),RERFLCSQ1,2.5676,LUSC,2.540137
489,Bortezomib,RERFLCSQ1,-4.565559,LUSC,-5.545597
490,Bosutinib,RERFLCSQ1,1.716678,LUSC,2.316781
491,Bromosporine,RERFLCSQ1,3.949826,LUSC,2.079403
492,Buparlisib,RERFLCSQ1,0.858709,LUSC,0.614574
493,CCT007093,RERFLCSQ1,5.255356,LUSC,4.857994
494,CPI-637,RERFLCSQ1,5.931676,LUSC,4.496153
495,CZC24832,RERFLCSQ1,5.515069,LUSC,4.860259
496,Camptothecin,RERFLCSQ1,-0.99455,LUSC,-1.185596
497,Carmustine,RERFLCSQ1,6.970692,LUSC,6.243196
498,Cediranib,RERFLCSQ1,1.821701,LUSC,1.573967
499,Cisplatin,RERFLCSQ1,2.376197,LUSC,3.10078
500,Crizotinib,RERFLCSQ1,2.517135,LUSC,2.213271
501,Cyclophosphamide,RERFLCSQ1,5.878808,LUSC,5.115
502,Cytarabine,RERFLCSQ1,1.085509,LUSC,2.556392
503,Dabrafenib,RERFLCSQ1,5.817327,LUSC,4.88108
504,Dacarbazine,RERFLCSQ1,6.615841,LUSC,5.709434
505,Dactinomycin,RERFLCSQ1,-3.283235,LUSC,-3.819932
506,Dactolisib,RERFLCSQ1,-2.353061,LUSC,-2.873784
507,Dasatinib,RERFLCSQ1,1.628523,LUSC,-1.987609
508,Dihydrorotenone,RERFLCSQ1,2.226329,LUSC,1.679422
509,Dinaciclib,RERFLCSQ1,-2.038384,LUSC,-3.368574
510,Docetaxel,RERFLCSQ1,-4.798918,LUSC,-4.851407
511,Doramapimod,RERFLCSQ1,5.877983,LUSC,4.912442
512,EHT-1864,RERFLCSQ1,5.914628,LUSC,3.808006
513,EPZ004777,RERFLCSQ1,5.87594,LUSC,5.211786
514,EPZ5676,RERFLCSQ1,6.246232,LUSC,5.333741
515,Elephantin,RERFLCSQ1,6.237337,LUSC,3.329248
516,Entinostat,RERFLCSQ1,2.649934,LUSC,2.38238
517,Entospletinib,RERFLCSQ1,3.98381,LUSC,3.152581
518,Epirubicin,RERFLCSQ1,-0.180511,LUSC,-0.626035
519,Erlotinib,RERFLCSQ1,0.556387,LUSC,3.283041
520,Fludarabine,RERFLCSQ1,6.416309,LUSC,4.516758
521,Foretinib,RERFLCSQ1,1.695697,LUSC,0.021621
522,Fulvestrant,RERFLCSQ1,4.204414,LUSC,3.54234
523,GDC0810,RERFLCSQ1,5.932816,LUSC,4.96733
524,GNE-317,RERFLCSQ1,-0.342122,LUSC,-0.344529
525,GSK-LSD1,RERFLCSQ1,3.617643,LUSC,2.409984
526,GSK1904529A,RERFLCSQ1,5.122826,LUSC,4.095244
527,GSK2110183B,RERFLCSQ1,0.564835,LUSC,1.672481
528,GSK2578215A,RERFLCSQ1,5.866378,LUSC,4.805118
529,GSK2606414,RERFLCSQ1,3.233232,LUSC,3.622817
530,GSK2801,RERFLCSQ1,5.734268,LUSC,4.82275
531,GSK2830371,RERFLCSQ1,4.860139,LUSC,5.488355
532,GSK343,RERFLCSQ1,3.820276,LUSC,3.393343
533,GSK591,RERFLCSQ1,4.01113,LUSC,4.305089
534,GW441756,RERFLCSQ1,4.012145,LUSC,3.134912
535,Gallibiscoquinazole,RERFLCSQ1,3.109235,LUSC,2.679034
536,Gefitinib,RERFLCSQ1,0.354595,LUSC,3.715508
537,Gemcitabine,RERFLCSQ1,-1.270373,LUSC,1.220028
538,I-BET-762,RERFLCSQ1,5.696926,LUSC,2.760225
539,I-BRD9,RERFLCSQ1,4.125684,LUSC,4.304925
540,ICL-SIRT078,RERFLCSQ1,3.999568,LUSC,3.771194
541,IWP-2,RERFLCSQ1,3.578852,LUSC,2.784642
542,Ibrutinib,RERFLCSQ1,2.761284,LUSC,4.400517
543,Ipatasertib,RERFLCSQ1,1.191172,LUSC,2.989543
544,Irinotecan,RERFLCSQ1,3.420275,LUSC,3.21662
545,JNK Inhibitor VIII,RERFLCSQ1,5.587307,LUSC,4.921141
546,JQ1,RERFLCSQ1,1.472571,LUSC,1.539105
547,KRAS (G12C) Inhibitor-12,RERFLCSQ1,4.632554,LUSC,4.629019
548,KU-55933,RERFLCSQ1,5.791557,LUSC,4.702145
549,L-Oxonoreleagnine,RERFLCSQ1,4.449127,LUSC,3.66287
550,LCL161,RERFLCSQ1,3.748518,LUSC,4.697269
551,LGK974,RERFLCSQ1,5.08144,LUSC,4.511789
552,LJI308,RERFLCSQ1,5.93025,LUSC,4.908271
553,LMP744,RERFLCSQ1,1.059859,LUSC,0.08795
554,LY2109761,RERFLCSQ1,5.837341,LUSC,4.716929
555,Lapatinib,RERFLCSQ1,0.92254,LUSC,2.698871
556,Leflunomide,RERFLCSQ1,5.847153,LUSC,5.019767
557,Lenalidomide,RERFLCSQ1,5.88299,LUSC,5.236298
558,Lestaurtinib,RERFLCSQ1,1.233787,LUSC,0.035945
559,Linsitinib,RERFLCSQ1,4.712139,LUSC,4.186407
560,Luminespib,RERFLCSQ1,0.734075,LUSC,-2.969835
561,MG-132,RERFLCSQ1,-1.250346,LUSC,-1.665197
562,MIM1,RERFLCSQ1,5.098655,LUSC,3.61761
563,MIRA-1,RERFLCSQ1,5.970787,LUSC,5.343939
564,MK-1775,RERFLCSQ1,-0.023904,LUSC,-0.03226
565,MK-2206,RERFLCSQ1,1.444058,LUSC,2.24607
566,MK-8776,RERFLCSQ1,2.226461,LUSC,3.130823
567,ML323,RERFLCSQ1,5.675728,LUSC,4.570127
568,MN-64,RERFLCSQ1,4.936967,LUSC,4.235564
569,Methotrexate,RERFLCSQ1,0.510776,LUSC,-0.065996
570,Mirin,RERFLCSQ1,4.90794,LUSC,4.716145
571,Mitoxantrone,RERFLCSQ1,1.228985,LUSC,0.97503
572,Motesanib,RERFLCSQ1,5.254758,LUSC,5.398672
573,Mycophenolic acid,RERFLCSQ1,1.383353,LUSC,2.11585
574,N-acetyl cysteine,RERFLCSQ1,10.957976,LUSC,10.140373
575,NU7441,RERFLCSQ1,1.932448,LUSC,2.206861
576,NVP-ADW742,RERFLCSQ1,2.063317,LUSC,2.028041
577,Navitoclax,RERFLCSQ1,3.025047,LUSC,2.528009
578,Nelarabine,RERFLCSQ1,6.54061,LUSC,5.98859
579,Nilotinib,RERFLCSQ1,4.537594,LUSC,3.090999
580,Niraparib,RERFLCSQ1,4.881429,LUSC,4.610546
581,Nutlin-3a (-),RERFLCSQ1,4.73155,LUSC,4.807661
582,OF-1,RERFLCSQ1,4.29717,LUSC,4.566142
583,OSI-027,RERFLCSQ1,3.742476,LUSC,2.068642
584,OTX015,RERFLCSQ1,3.386668,LUSC,1.806108
585,Obatoclax Mesylate,RERFLCSQ1,0.202091,LUSC,0.387156
586,Olaparib,RERFLCSQ1,4.994994,LUSC,4.606164
587,Osimertinib,RERFLCSQ1,-0.187819,LUSC,1.884604
588,Oxaliplatin,RERFLCSQ1,4.712497,LUSC,4.72294
589,P22077,RERFLCSQ1,5.907444,LUSC,4.638803
590,PCI-34051,RERFLCSQ1,5.312894,LUSC,4.439216
591,PD0325901,RERFLCSQ1,0.167337,LUSC,2.521389
592,PD173074,RERFLCSQ1,2.478187,LUSC,3.192805
593,PFI-1,RERFLCSQ1,4.69525,LUSC,4.128468
594,PFI3,RERFLCSQ1,5.095948,LUSC,5.20883
595,PLX-4720,RERFLCSQ1,5.086996,LUSC,4.227364
596,POMHEX,RERFLCSQ1,3.029809,LUSC,1.508503
597,PRIMA-1MET,RERFLCSQ1,6.074301,LUSC,3.66577
598,PRT062607,RERFLCSQ1,4.564106,LUSC,2.445241
599,Paclitaxel,RERFLCSQ1,-3.293134,LUSC,-3.680733
600,Palbociclib,RERFLCSQ1,2.131303,LUSC,3.660671
601,Pevonedistat,RERFLCSQ1,-0.682818,LUSC,0.935154
602,Picolinici-acid,RERFLCSQ1,4.781771,LUSC,5.135909
603,Pictilisib,RERFLCSQ1,0.416347,LUSC,0.21747
604,Podophyllotoxin bromide,RERFLCSQ1,0.290561,LUSC,-1.019513
605,Pyridostatin,RERFLCSQ1,2.599746,LUSC,3.255687
606,RO-3306,RERFLCSQ1,2.871785,LUSC,3.131492
607,RVX-208,RERFLCSQ1,5.676096,LUSC,4.675989
608,Rapamycin,RERFLCSQ1,-3.416776,LUSC,-2.904479
609,Refametinib,RERFLCSQ1,1.411019,LUSC,2.549062
610,Remodelin,RERFLCSQ1,5.790145,LUSC,4.947889
611,Ribociclib,RERFLCSQ1,2.816077,LUSC,3.435569
612,Romidepsin,RERFLCSQ1,-3.937483,LUSC,-5.655319
613,Rucaparib,RERFLCSQ1,5.242131,LUSC,4.176669
614,Ruxolitinib,RERFLCSQ1,5.344052,LUSC,4.712678
615,SB216763,RERFLCSQ1,5.73458,LUSC,4.919888
616,SB590885,RERFLCSQ1,5.24396,LUSC,4.454077
617,SCH772984,RERFLCSQ1,0.980463,LUSC,2.614026
618,SGC-CBP30,RERFLCSQ1,5.228329,LUSC,4.002
619,SGC0946,RERFLCSQ1,2.645602,LUSC,2.217988
620,SN-38,RERFLCSQ1,3.526117,LUSC,-1.349728
621,Sabutoclax,RERFLCSQ1,0.753574,LUSC,-0.127294
622,Sapitinib,RERFLCSQ1,-0.267702,LUSC,3.80437
623,Savolitinib,RERFLCSQ1,3.06928,LUSC,2.375322
624,Schweinfurthin A,RERFLCSQ1,3.460539,LUSC,-0.44714
625,Selumetinib,RERFLCSQ1,3.005874,LUSC,4.311419
626,Sepantronium bromide,RERFLCSQ1,-1.60533,LUSC,-4.131554
627,Serdemetan,RERFLCSQ1,3.167339,LUSC,3.658311
628,Sinularin,RERFLCSQ1,3.053532,LUSC,3.428887
629,Sorafenib,RERFLCSQ1,2.651752,LUSC,2.856143
630,Staurosporine,RERFLCSQ1,-2.081987,LUSC,-4.404488
631,Talazoparib,RERFLCSQ1,3.29537,LUSC,3.70155
632,Tamoxifen,RERFLCSQ1,3.832875,LUSC,3.34074
633,Tanespimycin,RERFLCSQ1,-1.807295,LUSC,-1.201544
634,Taselisib,RERFLCSQ1,-1.254731,LUSC,1.078303
635,Telomerase Inhibitor IX,RERFLCSQ1,2.289439,LUSC,0.983066
636,Temozolomide,RERFLCSQ1,6.555498,LUSC,6.435134
637,Temsirolimus,RERFLCSQ1,-0.142681,LUSC,0.177444
638,Teniposide,RERFLCSQ1,2.697283,LUSC,0.81388
639,Topotecan,RERFLCSQ1,0.655926,LUSC,0.594096
640,Trametinib,RERFLCSQ1,-2.38205,LUSC,0.76142
641,UMI-77,RERFLCSQ1,5.148796,LUSC,2.787313
642,UNC0379,RERFLCSQ1,2.929813,LUSC,3.34938
643,UNC0638,RERFLCSQ1,3.439019,LUSC,4.273992
644,Ulixertinib,RERFLCSQ1,1.469542,LUSC,2.716741
645,Uprosertib,RERFLCSQ1,0.306266,LUSC,1.760392
646,VE-822,RERFLCSQ1,1.968383,LUSC,3.258137
647,VE821,RERFLCSQ1,5.551488,LUSC,3.753428
648,VX-11e,RERFLCSQ1,1.472021,LUSC,2.902097
649,Veliparib,RERFLCSQ1,5.843134,LUSC,5.026252
650,Venetoclax,RERFLCSQ1,4.27853,LUSC,2.794315
651,Vinblastine,RERFLCSQ1,-3.824411,LUSC,-4.116782
652,Vincristine,RERFLCSQ1,-0.629232,LUSC,-2.282195
653,Vinorelbine,RERFLCSQ1,-3.154508,LUSC,-3.614862
654,Vismodegib,RERFLCSQ1,5.673349,LUSC,4.848387
655,Vorinostat,RERFLCSQ1,2.167727,LUSC,1.636021
656,WEHI-539,RERFLCSQ1,6.007125,LUSC,4.056453
657,WIKI4,RERFLCSQ1,4.432891,LUSC,3.564968
658,WZ4003,RERFLCSQ1,3.178065,LUSC,3.901976
659,Wee1 Inhibitor,RERFLCSQ1,2.201841,LUSC,1.643435
660,Wnt-C59,RERFLCSQ1,4.864511,LUSC,4.131206
661,XAV939,RERFLCSQ1,5.287106,LUSC,4.395066
662,YK-4-279,RERFLCSQ1,3.224404,LUSC,1.817331
663,ZM447439,RERFLCSQ1,2.553715,LUSC,2.27326
664,Zoledronate,RERFLCSQ1,3.896619,LUSC,3.963439
665,alpha-lipoic acid,RERFLCSQ1,6.770624,LUSC,7.679169
666,glutathione,RERFLCSQ1,10.100229,LUSC,8.979994
667,5-Fluorouracil,NCIH2228,4.904895,LUAD,4.467947
668,5-azacytidine,NCIH2228,4.299259,LUAD,3.619408
669,A-366,NCIH2228,5.732895,LUAD,5.310899
670,ABT737,NCIH2228,4.416044,LUAD,2.997342
671,AGI-5198,NCIH2228,5.462832,LUAD,4.933392
672,AGI-6780,NCIH2228,4.892088,LUAD,4.826574
673,AGK2,NCIH2228,3.043743,LUAD,3.495374
674,AMG-319,NCIH2228,5.284143,LUAD,5.360138
675,AT13148,NCIH2228,6.644967,LUAD,3.90397
676,AZ6102,NCIH2228,3.030691,LUAD,2.758936
677,AZ960,NCIH2228,0.947764,LUAD,2.415889
678,AZD1208,NCIH2228,6.027028,LUAD,5.782428
679,AZD1332,NCIH2228,1.560561,LUAD,4.130673
680,AZD2014,NCIH2228,1.451365,LUAD,1.963476
681,AZD3759,NCIH2228,4.10597,LUAD,2.249098
682,AZD4547,NCIH2228,4.635637,LUAD,3.979157
683,AZD5153,NCIH2228,5.145262,LUAD,1.494962
684,AZD5363,NCIH2228,3.564246,LUAD,3.0566
685,AZD5438,NCIH2228,4.085924,LUAD,2.605997
686,AZD5582,NCIH2228,3.292899,LUAD,3.195711
687,AZD5991,NCIH2228,6.418649,LUAD,6.150467
688,AZD6738,NCIH2228,3.493801,LUAD,2.295603
689,AZD7762,NCIH2228,0.326371,LUAD,0.459294
690,AZD8055,NCIH2228,-0.138632,LUAD,-0.850161
691,AZD8186,NCIH2228,3.067852,LUAD,2.872191
692,Acetalax,NCIH2228,7.580818,LUAD,6.619304
693,Afatinib,NCIH2228,2.361375,LUAD,0.878386
694,Afuresertib,NCIH2228,2.300677,LUAD,2.468674
695,Alisertib,NCIH2228,1.460399,LUAD,3.096309
696,Alpelisib,NCIH2228,2.672479,LUAD,3.380883
697,Avagacestat,NCIH2228,5.196229,LUAD,5.277632
698,Axitinib,NCIH2228,3.908777,LUAD,4.044765
699,BI-2536,NCIH2228,-0.347832,LUAD,-0.265424
700,BIBR-1532,NCIH2228,5.560559,LUAD,5.581945
701,BMS-345541,NCIH2228,3.281385,LUAD,3.58876
702,BMS-536924,NCIH2228,0.126029,LUAD,2.043284
703,BMS-754807,NCIH2228,0.775757,LUAD,2.30934
704,Bleomycin,NCIH2228,1.797213,LUAD,2.676002
705,Bleomycin (50 uM),NCIH2228,2.916026,LUAD,2.789053
706,Bortezomib,NCIH2228,-4.08758,LUAD,-4.534986
707,Bosutinib,NCIH2228,3.34493,LUAD,3.229998
708,Bromosporine,NCIH2228,4.652709,LUAD,2.773495
709,Buparlisib,NCIH2228,1.23057,LUAD,1.023616
710,CCT007093,NCIH2228,5.465178,LUAD,5.498996
711,CPI-637,NCIH2228,6.327379,LUAD,5.07032
712,CZC24832,NCIH2228,6.807508,LUAD,5.429813
713,Camptothecin,NCIH2228,-2.711762,LUAD,-2.354717
714,Carmustine,NCIH2228,6.923319,LUAD,6.632542
715,Cediranib,NCIH2228,3.688734,LUAD,2.407251
716,Cisplatin,NCIH2228,2.648554,LUAD,3.202267
717,Crizotinib,NCIH2228,1.171639,LUAD,3.437839
718,Cyclophosphamide,NCIH2228,6.757413,LUAD,5.895885
719,Cytarabine,NCIH2228,-0.107939,LUAD,2.678878
720,Dabrafenib,NCIH2228,5.539478,LUAD,5.315649
721,Dacarbazine,NCIH2228,7.322307,LUAD,6.147005
722,Dactinomycin,NCIH2228,-2.354451,LUAD,-3.400547
723,Dactolisib,NCIH2228,-1.792299,LUAD,-1.785635
724,Dasatinib,NCIH2228,1.621318,LUAD,1.052834
725,Dihydrorotenone,NCIH2228,0.957487,LUAD,1.703017
726,Dinaciclib,NCIH2228,-1.086308,LUAD,-2.45462
727,Docetaxel,NCIH2228,-2.456433,LUAD,-3.116068
728,Doramapimod,NCIH2228,5.044137,LUAD,6.241465
729,EHT-1864,NCIH2228,4.915289,LUAD,4.329855
730,EPZ004777,NCIH2228,6.539126,LUAD,6.090219
731,EPZ5676,NCIH2228,5.639817,LUAD,6.250471
732,Elephantin,NCIH2228,5.795032,LUAD,4.780421
733,Entinostat,NCIH2228,2.615521,LUAD,2.856794
734,Entospletinib,NCIH2228,3.981642,LUAD,3.724612
735,Epirubicin,NCIH2228,0.051804,LUAD,-0.295046
736,Erlotinib,NCIH2228,3.922373,LUAD,3.343516
737,Fludarabine,NCIH2228,4.122266,LUAD,6.049391
738,Foretinib,NCIH2228,0.10199,LUAD,1.19773
739,Fulvestrant,NCIH2228,5.237126,LUAD,4.382209
740,GDC0810,NCIH2228,6.45508,LUAD,5.60508
741,GNE-317,NCIH2228,0.075178,LUAD,0.105899
742,GSK-LSD1,NCIH2228,4.217089,LUAD,2.842999
743,GSK1904529A,NCIH2228,4.833312,LUAD,5.052296
744,GSK2110183B,NCIH2228,3.898435,LUAD,3.889659
745,GSK2578215A,NCIH2228,5.367241,LUAD,5.516467
746,GSK2606414,NCIH2228,3.808508,LUAD,4.069577
747,GSK2801,NCIH2228,5.473916,LUAD,5.552516
748,GSK2830371,NCIH2228,6.004978,LUAD,6.04695
749,GSK343,NCIH2228,5.586038,LUAD,3.962639
750,GSK591,NCIH2228,6.275267,LUAD,4.833511
751,GW441756,NCIH2228,3.250814,LUAD,3.584925
752,Gallibiscoquinazole,NCIH2228,2.814931,LUAD,3.132938
753,Gefitinib,NCIH2228,4.025381,LUAD,3.486215
754,Gemcitabine,NCIH2228,-1.374019,LUAD,-1.084672
755,I-BET-762,NCIH2228,4.417057,LUAD,3.69323
756,I-BRD9,NCIH2228,5.84783,LUAD,4.813206
757,ICL-SIRT078,NCIH2228,6.162852,LUAD,4.78617
758,IWP-2,NCIH2228,2.450147,LUAD,3.290418
759,Ibrutinib,NCIH2228,6.274045,LUAD,4.50919
760,Ipatasertib,NCIH2228,3.528272,LUAD,4.186202
761,Irinotecan,NCIH2228,2.251944,LUAD,2.273782
762,JNK Inhibitor VIII,NCIH2228,6.052156,LUAD,5.658438
763,JQ1,NCIH2228,2.886159,LUAD,2.680555
764,KRAS (G12C) Inhibitor-12,NCIH2228,7.582933,LUAD,5.278271
765,KU-55933,NCIH2228,5.841444,LUAD,5.55033
766,L-Oxonoreleagnine,NCIH2228,4.537032,LUAD,3.987209
767,LCL161,NCIH2228,3.71947,LUAD,5.18507
768,LGK974,NCIH2228,4.438999,LUAD,4.721803
769,LJI308,NCIH2228,6.628105,LUAD,5.490716
770,LMP744,NCIH2228,-1.326537,LUAD,-0.3604
771,LY2109761,NCIH2228,6.644155,LUAD,5.724422
772,Lapatinib,NCIH2228,5.309039,LUAD,3.350971
773,Leflunomide,NCIH2228,5.247231,LUAD,5.296788
774,Lenalidomide,NCIH2228,6.683006,LUAD,5.968902
775,Lestaurtinib,NCIH2228,0.996595,LUAD,0.946861
776,Linsitinib,NCIH2228,2.587034,LUAD,4.701221
777,Luminespib,NCIH2228,-1.997614,LUAD,-2.434988
778,MG-132,NCIH2228,-0.048894,LUAD,-1.452984
779,MIM1,NCIH2228,4.399713,LUAD,4.535982
780,MIRA-1,NCIH2228,7.064502,LUAD,6.098174
781,MK-1775,NCIH2228,0.95434,LUAD,0.668641
782,MK-2206,NCIH2228,1.712131,LUAD,3.015847
783,MK-8776,NCIH2228,4.549544,LUAD,3.8032
784,ML323,NCIH2228,6.880016,LUAD,5.091005
785,MN-64,NCIH2228,4.399393,LUAD,4.942693
786,Methotrexate,NCIH2228,-0.672332,LUAD,1.363904
787,Mirin,NCIH2228,5.830652,LUAD,5.199571
788,Mitoxantrone,NCIH2228,-1.166061,LUAD,0.924447
789,Motesanib,NCIH2228,6.776365,LUAD,6.500201
790,Mycophenolic acid,NCIH2228,2.39473,LUAD,1.637476
791,N-acetyl cysteine,NCIH2228,10.26351,LUAD,10.651779
792,NU7441,NCIH2228,4.963413,LUAD,3.440788
793,NVP-ADW742,NCIH2228,3.497134,LUAD,2.942602
794,Navitoclax,NCIH2228,4.178065,LUAD,3.135134
795,Nelarabine,NCIH2228,6.847812,LUAD,6.676245
796,Nilotinib,NCIH2228,5.352288,LUAD,4.313403
797,Niraparib,NCIH2228,3.703622,LUAD,4.801138
798,Nutlin-3a (-),NCIH2228,6.051779,LUAD,5.870397
799,OF-1,NCIH2228,4.580704,LUAD,4.943954
800,OSI-027,NCIH2228,3.812424,LUAD,2.143936
801,OTX015,NCIH2228,5.416979,LUAD,2.850016
802,Obatoclax Mesylate,NCIH2228,2.426987,LUAD,0.796293
803,Olaparib,NCIH2228,4.720014,LUAD,4.956842
804,Osimertinib,NCIH2228,3.074055,LUAD,1.302258
805,Oxaliplatin,NCIH2228,5.494261,LUAD,4.925
806,P22077,NCIH2228,6.47197,LUAD,5.465537
807,PCI-34051,NCIH2228,6.753137,LUAD,5.139773
808,PD0325901,NCIH2228,1.972169,LUAD,0.65626
809,PD173074,NCIH2228,5.079793,LUAD,4.670794
810,PFI-1,NCIH2228,5.859817,LUAD,4.701329
811,PFI3,NCIH2228,6.792375,LUAD,5.913645
812,PLX-4720,NCIH2228,5.00477,LUAD,4.663876
813,POMHEX,NCIH2228,3.742443,LUAD,1.956841
814,PRIMA-1MET,NCIH2228,5.600966,LUAD,5.673364
815,PRT062607,NCIH2228,3.617158,LUAD,3.079804
816,Paclitaxel,NCIH2228,-1.763564,LUAD,-2.17625
817,Palbociclib,NCIH2228,4.660124,LUAD,3.755285
818,Pevonedistat,NCIH2228,3.042005,LUAD,1.996928
819,Picolinici-acid,NCIH2228,6.701608,LUAD,5.632235
820,Pictilisib,NCIH2228,0.612912,LUAD,0.583894
821,Podophyllotoxin bromide,NCIH2228,1.646416,LUAD,-0.192256
822,Pyridostatin,NCIH2228,2.856481,LUAD,4.130494
823,RO-3306,NCIH2228,4.619897,LUAD,3.693075
824,RVX-208,NCIH2228,6.557054,LUAD,5.374279
825,Rapamycin,NCIH2228,-0.849418,LUAD,-2.242112
826,Refametinib,NCIH2228,1.610587,LUAD,0.691696
827,Remodelin,NCIH2228,5.174934,LUAD,5.354409
828,Ribociclib,NCIH2228,5.225547,LUAD,4.056041
829,Romidepsin,NCIH2228,-5.165847,LUAD,-5.375679
830,Rucaparib,NCIH2228,4.102681,LUAD,4.458523
831,Ruxolitinib,NCIH2228,2.853212,LUAD,5.515194
832,SB216763,NCIH2228,5.895278,LUAD,5.77131
833,SB590885,NCIH2228,4.772365,LUAD,4.641218
834,SCH772984,NCIH2228,2.840438,LUAD,1.536463
835,SGC-CBP30,NCIH2228,6.039025,LUAD,4.880802
836,SGC0946,NCIH2228,3.355229,LUAD,2.387451
837,SN-38,NCIH2228,-2.178999,LUAD,-3.281375
838,Sabutoclax,NCIH2228,-0.699829,LUAD,0.298702
839,Sapitinib,NCIH2228,4.25258,LUAD,2.766844
840,Savolitinib,NCIH2228,3.185019,LUAD,2.750904
841,Schweinfurthin A,NCIH2228,4.432817,LUAD,2.594028
842,Selumetinib,NCIH2228,5.122288,LUAD,3.204351
843,Sepantronium bromide,NCIH2228,-2.686342,LUAD,-4.107563
844,Serdemetan,NCIH2228,2.598013,LUAD,4.135504
845,Sinularin,NCIH2228,5.449024,LUAD,4.037917
846,Sorafenib,NCIH2228,3.620614,LUAD,3.289913
847,Staurosporine,NCIH2228,-1.876254,LUAD,-3.291221
848,Talazoparib,NCIH2228,3.017916,LUAD,3.469277
849,Tamoxifen,NCIH2228,5.29088,LUAD,4.633011
850,Tanespimycin,NCIH2228,-0.893264,LUAD,-1.050101
851,Taselisib,NCIH2228,1.235209,LUAD,0.338112
852,Telomerase Inhibitor IX,NCIH2228,2.438926,LUAD,1.492462
853,Temozolomide,NCIH2228,7.649378,LUAD,7.209578
854,Temsirolimus,NCIH2228,1.25857,LUAD,1.368522
855,Teniposide,NCIH2228,0.530535,LUAD,0.637765
856,Topotecan,NCIH2228,-0.429309,LUAD,0.063512
857,Trametinib,NCIH2228,-0.566433,LUAD,-1.448153
858,UMI-77,NCIH2228,5.618933,LUAD,3.677776
859,UNC0379,NCIH2228,3.831909,LUAD,4.439753
860,UNC0638,NCIH2228,4.888246,LUAD,5.119191
861,Ulixertinib,NCIH2228,3.395049,LUAD,2.390689
862,Uprosertib,NCIH2228,2.404481,LUAD,3.105938
863,VE-822,NCIH2228,4.139256,LUAD,3.865293
864,VE821,NCIH2228,6.532569,LUAD,4.692193
865,VX-11e,NCIH2228,3.711272,LUAD,2.493505
866,Veliparib,NCIH2228,5.840194,LUAD,5.815467
867,Venetoclax,NCIH2228,4.088028,LUAD,3.294028
868,Vinblastine,NCIH2228,-0.663066,LUAD,-2.625004
869,Vincristine,NCIH2228,0.851,LUAD,-0.749012
870,Vinorelbine,NCIH2228,0.253158,LUAD,-2.328269
871,Vismodegib,NCIH2228,6.50576,LUAD,5.46777
872,Vorinostat,NCIH2228,2.334577,LUAD,2.136241
873,WEHI-539,NCIH2228,4.547011,LUAD,4.649374
874,WIKI4,NCIH2228,3.004243,LUAD,4.086129
875,WZ4003,NCIH2228,3.776361,LUAD,4.688002
876,Wee1 Inhibitor,NCIH2228,4.953997,LUAD,2.325696
877,Wnt-C59,NCIH2228,5.863181,LUAD,5.042647
878,XAV939,NCIH2228,3.195765,LUAD,4.438282
879,YK-4-279,NCIH2228,3.435987,LUAD,2.675036
880,ZM447439,NCIH2228,2.684147,LUAD,3.497545
881,Zoledronate,NCIH2228,5.575182,LUAD,4.528354
882,alpha-lipoic acid,NCIH2228,7.279904,LUAD,8.451763
883,glutathione,NCIH2228,10.213456,LUAD,9.559284
884,5-Fluorouracil,NCIH2170,3.937417,LUSC,3.415473
885,5-azacytidine,NCIH2170,1.566414,LUSC,2.880142
886,A-366,NCIH2170,5.304379,LUSC,4.896354
887,ABT737,NCIH2170,0.772399,LUSC,2.606516
888,AGI-5198,NCIH2170,4.717171,LUSC,4.612392
889,AGI-6780,NCIH2170,4.065627,LUSC,4.235341
890,AGK2,NCIH2170,4.466269,LUSC,2.896377
891,AMG-319,NCIH2170,4.139474,LUSC,5.024762
892,AT13148,NCIH2170,1.728536,LUSC,2.794433
893,AZ6102,NCIH2170,1.87695,LUSC,2.308647
894,AZ960,NCIH2170,2.062976,LUSC,1.917893
895,AZD1208,NCIH2170,3.86123,LUSC,5.122126
896,AZD1332,NCIH2170,4.123531,LUSC,3.950028
897,AZD2014,NCIH2170,1.270774,LUSC,1.216013
898,AZD3759,NCIH2170,2.630144,LUSC,2.12738
899,AZD4547,NCIH2170,2.319813,LUSC,1.854923
900,AZD5153,NCIH2170,3.114899,LUSC,1.186297
901,AZD5363,NCIH2170,1.977369,LUSC,2.499732
902,AZD5438,NCIH2170,1.013151,LUSC,1.568367
903,AZD5582,NCIH2170,3.033731,LUSC,0.892423
904,AZD5991,NCIH2170,5.443639,LUSC,1.196577
905,AZD6738,NCIH2170,1.888228,LUSC,1.893872
906,AZD7762,NCIH2170,-0.532861,LUSC,-0.181874
907,AZD8055,NCIH2170,-1.597875,LUSC,-0.881163
908,AZD8186,NCIH2170,2.486751,LUSC,2.902347
909,Acetalax,NCIH2170,2.62921,LUSC,4.79472
