,drug,cell_line,IC50,OncotreeCode,prediction
2623,Vinblastine,NOMO1,-4.615508,AMOL,-5.604048
2624,Vincristine,NOMO1,-4.097068,AMOL,-4.806015
2625,Vinorelbine,NOMO1,-4.897269,AMOL,-5.400583
2626,Vismodegib,NOMO1,3.979471,AMOL,3.811597
2627,Vorinostat,NOMO1,1.327706,AMOL,0.483133
2628,WEHI-539,NOMO1,5.273547,AMOL,2.697153
2629,WIKI4,NOMO1,3.32733,AMOL,3.203757
2630,WZ4003,NOMO1,3.709263,AMOL,2.865643
2631,Wee1 Inhibitor,NOMO1,0.767572,AMOL,0.309134
2632,Wnt-C59,NOMO1,4.004774,AMOL,2.959646
2633,XAV939,NOMO1,4.413714,AMOL,2.944076
2634,YK-4-279,NOMO1,0.791429,AMOL,0.760384
2635,ZM447439,NOMO1,1.314705,AMOL,1.062526
2636,Zoledronate,NOMO1,2.935938,AMOL,3.100598
2637,alpha-lipoic acid,NOMO1,6.48261,AMOL,6.034105
2638,glutathione,NOMO1,8.799781,AMOL,8.556458
2639,5-Fluorouracil,DAOY,5.057688,MBL,4.355988
2640,5-azacytidine,DAOY,2.136737,MBL,2.641174
2641,A-366,DAOY,3.745358,MBL,4.87132
2642,ABT737,DAOY,3.757408,MBL,2.904857
2643,AGI-5198,DAOY,4.461156,MBL,4.789103
2644,AGI-6780,DAOY,4.510471,MBL,4.686678
2645,AGK2,DAOY,2.677931,MBL,3.356011
2646,AMG-319,DAOY,4.072274,MBL,4.86253
2647,AT13148,DAOY,3.057222,MBL,2.79444
2648,AZ6102,DAOY,1.76599,MBL,2.73437
2649,AZ960,DAOY,0.71724,MBL,1.644616
2650,AZD1208,DAOY,5.429048,MBL,5.264851
2651,AZD1332,DAOY,3.708383,MBL,3.541085
2652,AZD2014,DAOY,2.17638,MBL,1.991791
2653,AZD3759,DAOY,2.64735,MBL,2.906013
2654,AZD4547,DAOY,1.788691,MBL,2.616344
2655,AZD5153,DAOY,1.553264,MBL,1.2212
2656,AZD5363,DAOY,3.10718,MBL,2.692433
2657,AZD5438,DAOY,1.660399,MBL,1.815178
2658,AZD5582,DAOY,0.134256,MBL,1.590695
2659,AZD5991,DAOY,3.62381,MBL,3.646906
2660,AZD6738,DAOY,1.413522,MBL,2.104436
2661,AZD7762,DAOY,-0.357674,MBL,-0.334729
2662,AZD8055,DAOY,-0.822945,MBL,-0.129066
2663,AZD8186,DAOY,3.334692,MBL,3.343627
2664,Acetalax,DAOY,6.198238,MBL,5.446671
2665,Afatinib,DAOY,1.776646,MBL,2.357203
2666,Afuresertib,DAOY,3.028821,MBL,2.188126
2667,Alpelisib,DAOY,3.342826,MBL,4.337487
2668,Avagacestat,DAOY,5.179096,MBL,4.901916
2669,Axitinib,DAOY,3.353847,MBL,2.854416
2670,BI-2536,DAOY,-3.817658,MBL,-1.772851
2671,BIBR-1532,DAOY,4.314577,MBL,5.233792
2672,BMS-345541,DAOY,3.152255,MBL,2.873621
2673,BMS-536924,DAOY,4.349585,MBL,2.299213
2674,BMS-754807,DAOY,2.326308,MBL,2.748632
2675,Bleomycin,DAOY,-0.204238,MBL,2.334573
2676,Bleomycin (50 uM),DAOY,1.528066,MBL,2.209449
2677,Bortezomib,DAOY,-5.297496,MBL,-4.38281
2678,Bosutinib,DAOY,2.748977,MBL,2.965675
2679,Bromosporine,DAOY,2.178721,MBL,2.116021
2680,Buparlisib,DAOY,0.593697,MBL,0.823565
2681,CCT007093,DAOY,5.37514,MBL,5.15665
2682,CPI-637,DAOY,4.159433,MBL,4.516134
2683,CZC24832,DAOY,4.627669,MBL,5.168748
2684,Camptothecin,DAOY,-4.413613,MBL,-2.619011
2685,Carmustine,DAOY,6.300048,MBL,5.804349
2686,Cediranib,DAOY,1.952558,MBL,2.721208
2687,Cisplatin,DAOY,0.180108,MBL,3.166236
2688,Crizotinib,DAOY,3.181825,MBL,2.080193
2689,Cyclophosphamide,DAOY,5.184948,MBL,5.133945
2690,Cytarabine,DAOY,0.409103,MBL,1.474615
2691,Dabrafenib,DAOY,4.906075,MBL,4.77682
2692,Dacarbazine,DAOY,4.443002,MBL,5.581722
2693,Dactinomycin,DAOY,-5.365528,MBL,-3.544501
2694,Dactolisib,DAOY,-2.954469,MBL,-1.528223
2695,Dasatinib,DAOY,1.712237,MBL,0.041072
2696,Dihydrorotenone,DAOY,0.064986,MBL,1.262546
2697,Dinaciclib,DAOY,-3.632478,MBL,-2.937376
2698,Docetaxel,DAOY,-6.364512,MBL,-4.210253
2699,Doramapimod,DAOY,4.404329,MBL,5.328636
2700,EHT-1864,DAOY,2.765179,MBL,3.567458
2701,EPZ004777,DAOY,4.760164,MBL,5.08278
2702,EPZ5676,DAOY,5.479842,MBL,5.528842
2703,Elephantin,DAOY,2.546289,MBL,3.810335
2704,Entinostat,DAOY,1.09262,MBL,2.019958
2705,Entospletinib,DAOY,2.589914,MBL,3.681685
2706,Epirubicin,DAOY,-2.281819,MBL,-0.585527
2707,Erlotinib,DAOY,2.695887,MBL,3.748013
2708,Fludarabine,DAOY,4.799112,MBL,4.158272
2709,Foretinib,DAOY,1.195858,MBL,0.555379
2710,Fulvestrant,DAOY,3.576632,MBL,3.540195
2711,GDC0810,DAOY,4.824512,MBL,4.93971
2712,GNE-317,DAOY,-0.084189,MBL,0.765359
2713,GSK-LSD1,DAOY,2.844412,MBL,2.40682
2714,GSK1904529A,DAOY,4.228001,MBL,4.345495
2715,GSK2110183B,DAOY,3.786928,MBL,3.349425
2716,GSK2578215A,DAOY,4.468883,MBL,4.907574
2717,GSK2606414,DAOY,3.030128,MBL,4.15551
2718,GSK2801,DAOY,5.131686,MBL,5.086081
2719,GSK2830371,DAOY,5.641252,MBL,5.234873
2720,GSK343,DAOY,3.434455,MBL,3.397836
2721,GSK591,DAOY,3.344328,MBL,4.219815
2722,GW441756,DAOY,3.304746,MBL,3.199677
2723,Gallibiscoquinazole,DAOY,2.63753,MBL,2.6717
2724,Gefitinib,DAOY,3.670186,MBL,3.747542
2725,Gemcitabine,DAOY,-3.248987,MBL,-2.785756
2726,I-BET-762,DAOY,2.697775,MBL,2.958602
2727,I-BRD9,DAOY,5.104938,MBL,4.650191
2728,ICL-SIRT078,DAOY,3.948775,MBL,4.036716
2729,IWP-2,DAOY,3.176439,MBL,2.915875
2730,Ibrutinib,DAOY,5.291216,MBL,4.54612
2731,Ipatasertib,DAOY,4.472411,MBL,3.39184
2732,Irinotecan,DAOY,0.288513,MBL,1.962024
2733,JNK Inhibitor VIII,DAOY,4.621153,MBL,5.207347
2734,JQ1,DAOY,2.57594,MBL,1.937188
2735,KRAS (G12C) Inhibitor-12,DAOY,3.081894,MBL,4.485714
2736,KU-55933,DAOY,3.951398,MBL,4.916305
2737,L-Oxonoreleagnine,DAOY,3.830189,MBL,3.438924
2738,LCL161,DAOY,3.815588,MBL,4.619662
2739,LGK974,DAOY,3.206197,MBL,4.359926
2740,LJI308,DAOY,5.081773,MBL,5.275506
2741,LMP744,DAOY,-2.407225,MBL,-0.799529
2742,LY2109761,DAOY,5.272963,MBL,5.148553
2743,Lapatinib,DAOY,3.644192,MBL,3.698187
2744,Leflunomide,DAOY,5.047667,MBL,5.099063
2745,Lenalidomide,DAOY,5.365834,MBL,5.414488
2746,Lestaurtinib,DAOY,0.673556,MBL,0.371116
2747,Linsitinib,DAOY,4.039789,MBL,4.473256
2748,Luminespib,DAOY,-3.939599,MBL,-2.302014
2749,MG-132,DAOY,-1.300237,MBL,-1.248612
2750,MIM1,DAOY,3.763004,MBL,3.87046
2751,MIRA-1,DAOY,4.715863,MBL,5.276345
2752,MK-1775,DAOY,-0.649391,MBL,0.137392
2753,MK-2206,DAOY,2.78059,MBL,2.719632
2754,MK-8776,DAOY,2.827941,MBL,2.86776
2755,ML323,DAOY,5.34925,MBL,4.677426
2756,MN-64,DAOY,3.746034,MBL,4.861753
2757,Methotrexate,DAOY,-1.855001,MBL,0.654568
2758,Mirin,DAOY,4.505671,MBL,4.504846
2759,Mitoxantrone,DAOY,-3.126976,MBL,0.232502
2760,Motesanib,DAOY,5.624121,MBL,5.373962
2761,Mycophenolic acid,DAOY,0.940011,MBL,1.55322
2762,N-acetyl cysteine,DAOY,8.936369,MBL,10.360743
2763,NU7441,DAOY,2.804176,MBL,2.756411
2764,NVP-ADW742,DAOY,3.324819,MBL,2.827979
2765,Navitoclax,DAOY,2.492924,MBL,2.624608
2766,Nelarabine,DAOY,5.329979,MBL,5.90076
2767,Nilotinib,DAOY,4.186621,MBL,3.494528
2768,Niraparib,DAOY,2.660254,MBL,4.54852
2769,Nutlin-3a (-),DAOY,5.457915,MBL,4.948584
2770,OF-1,DAOY,3.841446,MBL,4.342319
2771,OSI-027,DAOY,3.98086,MBL,3.000925
2772,OTX015,DAOY,1.777843,MBL,2.222367
2773,Obatoclax Mesylate,DAOY,0.018167,MBL,0.154635
2774,Olaparib,DAOY,2.800076,MBL,4.232785
2775,Osimertinib,DAOY,2.410171,MBL,2.243293
2776,Oxaliplatin,DAOY,3.008931,MBL,4.304691
2777,P22077,DAOY,2.724991,MBL,4.73562
2778,PCI-34051,DAOY,2.987763,MBL,4.681901
2779,PD0325901,DAOY,2.832896,MBL,1.333559
2780,PD173074,DAOY,4.001203,MBL,3.849971
2781,PFI-1,DAOY,4.248314,MBL,4.129153
2782,PFI3,DAOY,5.209899,MBL,5.278252
2783,PLX-4720,DAOY,3.83884,MBL,4.462961
2784,POMHEX,DAOY,2.551791,MBL,1.343021
2785,PRIMA-1MET,DAOY,3.584275,MBL,4.21646
2786,PRT062607,DAOY,4.449127,MBL,2.845868
2787,Paclitaxel,DAOY,-4.990373,MBL,-3.494143
2788,Palbociclib,DAOY,4.195016,MBL,4.176483
2789,Pevonedistat,DAOY,-1.074022,MBL,0.558007
2790,Picolinici-acid,DAOY,5.09697,MBL,5.262827
2791,Pictilisib,DAOY,1.026944,MBL,1.107302
2792,Podophyllotoxin bromide,DAOY,-2.454594,MBL,-0.878861
2793,Pyridostatin,DAOY,3.054994,MBL,2.920602
2794,RO-3306,DAOY,1.996157,MBL,3.493891
2795,RVX-208,DAOY,4.907477,MBL,5.02059
2796,Rapamycin,DAOY,-2.310296,MBL,-1.717952
2797,Refametinib,DAOY,3.403903,MBL,2.445912
2798,Remodelin,DAOY,4.235386,MBL,4.678601
2799,Ribociclib,DAOY,3.770565,MBL,3.988949
2800,Romidepsin,DAOY,-5.544873,MBL,-5.131634
2801,Rucaparib,DAOY,3.379233,MBL,4.153492
2802,Ruxolitinib,DAOY,4.631701,MBL,4.87602
2803,SB216763,DAOY,4.600885,MBL,5.072602
2804,SB590885,DAOY,4.221841,MBL,4.6945
2805,SCH772984,DAOY,3.207152,MBL,2.303614
2806,SGC-CBP30,DAOY,4.354938,MBL,4.043738
2807,SGC0946,DAOY,0.514166,MBL,2.014471
2808,SN-38,DAOY,-5.653496,MBL,-2.718138
2809,Sabutoclax,DAOY,-0.829907,MBL,-0.168465
2810,Sapitinib,DAOY,4.423987,MBL,4.98739
2811,Savolitinib,DAOY,2.184267,MBL,2.444192
2812,Schweinfurthin A,DAOY,0.265258,MBL,1.107583
2813,Selumetinib,DAOY,4.290133,MBL,3.969655
2814,Sepantronium bromide,DAOY,-5.956862,MBL,-4.937189
2815,Serdemetan,DAOY,3.680259,MBL,4.135735
2816,Sinularin,DAOY,3.483858,MBL,3.489472
2817,Sorafenib,DAOY,2.344361,MBL,2.637831
2818,Staurosporine,DAOY,-3.650417,MBL,-3.834435
2819,Talazoparib,DAOY,0.390536,MBL,2.665651
2820,Tamoxifen,DAOY,4.548799,MBL,4.075228
2821,Tanespimycin,DAOY,-1.273231,MBL,-0.292835
2822,Taselisib,DAOY,2.235826,MBL,1.773223
2823,Telomerase Inhibitor IX,DAOY,-0.21575,MBL,0.337217
2824,Temozolomide,DAOY,6.095213,MBL,6.243638
2825,Temsirolimus,DAOY,0.54409,MBL,1.634519
2826,Teniposide,DAOY,-2.417254,MBL,-0.278581
2827,Topotecan,DAOY,-2.601485,MBL,-0.125814
2828,Trametinib,DAOY,1.859304,MBL,0.255689
2829,UMI-77,DAOY,3.812942,MBL,2.728694
2830,UNC0379,DAOY,3.815258,MBL,3.381052
2831,UNC0638,DAOY,4.445405,MBL,4.453186
2832,Ulixertinib,DAOY,2.855126,MBL,2.50631
2833,Uprosertib,DAOY,3.501246,MBL,2.559
2834,VE-822,DAOY,2.169514,MBL,3.44129
2835,VE821,DAOY,4.611194,MBL,4.092733
2836,VX-11e,DAOY,3.821666,MBL,2.710778
2837,Veliparib,DAOY,5.28424,MBL,5.220733
2838,Venetoclax,DAOY,3.003489,MBL,2.957866
2839,Vinblastine,DAOY,-5.417896,MBL,-4.26393
2840,Vincristine,DAOY,-3.779108,MBL,-2.950522
2841,Vinorelbine,DAOY,-4.522922,MBL,-3.831116
2842,Vismodegib,DAOY,4.760468,MBL,4.809546
2843,Vorinostat,DAOY,0.875135,MBL,1.586897
2844,WEHI-539,DAOY,3.36644,MBL,3.981554
2845,WIKI4,DAOY,3.430237,MBL,3.625664
2846,WZ4003,DAOY,3.408375,MBL,3.708121
2847,Wee1 Inhibitor,DAOY,1.65794,MBL,1.578334
2848,Wnt-C59,DAOY,4.535665,MBL,4.380576
2849,XAV939,DAOY,3.84284,MBL,4.566933
2850,YK-4-279,DAOY,0.932375,MBL,1.606297
2851,ZM447439,DAOY,2.241598,MBL,2.600841
2852,Zoledronate,DAOY,3.134936,MBL,3.656169
2853,alpha-lipoic acid,DAOY,7.127252,MBL,7.455965
2854,glutathione,DAOY,8.409684,MBL,9.304831
2855,5-Fluorouracil,HUPT4,5.034839,PAAD,4.602375
2856,5-azacytidine,HUPT4,4.036933,PAAD,3.743228
2857,A-366,HUPT4,5.037782,PAAD,5.21032
2858,ABT737,HUPT4,4.004484,PAAD,1.83256
2859,AGI-5198,HUPT4,4.342648,PAAD,5.164476
2860,AGI-6780,HUPT4,5.829419,PAAD,4.880462
2861,AGK2,HUPT4,2.724394,PAAD,3.476562
2862,AMG-319,HUPT4,5.723744,PAAD,5.412009
2863,AT13148,HUPT4,5.285354,PAAD,5.115347
2864,AZ6102,HUPT4,2.911446,PAAD,2.824008
2865,AZ960,HUPT4,2.909402,PAAD,2.180291
2866,AZD1208,HUPT4,5.752844,PAAD,5.715407
2867,AZD1332,HUPT4,4.041166,PAAD,4.000693
2868,AZD2014,HUPT4,4.369054,PAAD,2.61273
2869,AZD3759,HUPT4,3.194053,PAAD,2.803296
2870,AZD4547,HUPT4,2.247183,PAAD,3.409431
2871,AZD5153,HUPT4,3.367719,PAAD,1.607351
2872,AZD5363,HUPT4,4.156412,PAAD,3.56383
2873,AZD5438,HUPT4,2.865994,PAAD,2.612825
2874,AZD5582,HUPT4,4.926196,PAAD,2.077151
2875,AZD5991,HUPT4,4.161685,PAAD,5.984782
2876,AZD6738,HUPT4,2.713927,PAAD,2.626348
2877,AZD7762,HUPT4,0.784819,PAAD,0.241911
2878,AZD8055,HUPT4,1.880757,PAAD,-0.145243
2879,AZD8186,HUPT4,3.592471,PAAD,4.176278
2880,Acetalax,HUPT4,2.248142,PAAD,4.713461
2881,Afatinib,HUPT4,3.300359,PAAD,1.777323
2882,Afuresertib,HUPT4,3.706242,PAAD,3.329031
2883,Alisertib,HUPT4,1.426444,PAAD,2.468199
2884,Alpelisib,HUPT4,4.315847,PAAD,4.102934
2885,Avagacestat,HUPT4,4.162196,PAAD,5.357244
2886,Axitinib,HUPT4,2.334827,PAAD,3.547059
2887,BI-2536,HUPT4,1.340928,PAAD,1.895839
2888,BIBR-1532,HUPT4,4.585646,PAAD,5.440503
2889,BMS-345541,HUPT4,4.969734,PAAD,3.426426
2890,BMS-536924,HUPT4,2.497592,PAAD,2.008294
2891,BMS-754807,HUPT4,2.593207,PAAD,3.35484
2892,Bleomycin,HUPT4,3.845997,PAAD,4.066255
2893,Bleomycin (50 uM),HUPT4,4.052976,PAAD,4.315317
2894,Bortezomib,HUPT4,-4.525312,PAAD,-3.966048
2895,Bosutinib,HUPT4,4.29682,PAAD,3.000954
2896,Bromosporine,HUPT4,3.699732,PAAD,2.752386
2897,Buparlisib,HUPT4,1.358014,PAAD,1.492409
2898,CCT007093,HUPT4,5.468086,PAAD,5.794019
2899,CPI-637,HUPT4,4.864942,PAAD,4.856678
2900,CZC24832,HUPT4,5.873053,PAAD,5.578626
2901,Camptothecin,HUPT4,-3.944611,PAAD,-0.700349
2902,Carmustine,HUPT4,5.741518,PAAD,6.550312
2903,Cediranib,HUPT4,3.319637,PAAD,2.122645
2904,Cisplatin,HUPT4,2.56559,PAAD,4.871008
2905,Crizotinib,HUPT4,4.617958,PAAD,3.041436
2906,Cyclophosphamide,HUPT4,5.808654,PAAD,5.387042
2907,Cytarabine,HUPT4,1.201693,PAAD,3.550448
2908,Dabrafenib,HUPT4,5.881744,PAAD,5.534608
2909,Dacarbazine,HUPT4,5.528697,PAAD,6.026226
2910,Dactinomycin,HUPT4,-2.243718,PAAD,-2.783739
2911,Dactolisib,HUPT4,-0.010738,PAAD,-1.28066
2912,Dasatinib,HUPT4,0.671723,PAAD,0.736853
2913,Dihydrorotenone,HUPT4,-1.829721,PAAD,1.052199
2914,Dinaciclib,HUPT4,-2.074268,PAAD,-2.045304
2915,Docetaxel,HUPT4,-2.454222,PAAD,-2.400564
2916,Doramapimod,HUPT4,5.883906,PAAD,5.609066
2917,EHT-1864,HUPT4,2.519985,PAAD,4.224973
2918,EPZ004777,HUPT4,5.205414,PAAD,5.84576
2919,EPZ5676,HUPT4,5.683336,PAAD,5.836768
2920,Elephantin,HUPT4,5.910311,PAAD,4.423401
2921,Entinostat,HUPT4,4.820471,PAAD,1.947315
2922,Entospletinib,HUPT4,5.493927,PAAD,3.885508
2923,Epirubicin,HUPT4,0.627366,PAAD,0.513733
2924,Erlotinib,HUPT4,3.949765,PAAD,3.034103
2925,Fludarabine,HUPT4,6.000822,PAAD,5.164613
2926,Foretinib,HUPT4,1.742899,PAAD,1.152873
2927,Fulvestrant,HUPT4,4.390824,PAAD,4.079092
2928,GDC0810,HUPT4,5.905764,PAAD,5.425035
2929,GNE-317,HUPT4,0.750886,PAAD,0.562858
2930,GSK-LSD1,HUPT4,3.064161,PAAD,2.679825
2931,GSK1904529A,HUPT4,4.583301,PAAD,4.916956
2932,GSK2110183B,HUPT4,4.672888,PAAD,4.456355
2933,GSK2578215A,HUPT4,5.445534,PAAD,5.437921
2934,GSK2606414,HUPT4,4.787678,PAAD,4.410518
2935,GSK2801,HUPT4,5.393389,PAAD,5.274222
2936,GSK2830371,HUPT4,5.910302,PAAD,5.966402
2937,GSK343,HUPT4,4.506836,PAAD,4.183817
2938,GSK591,HUPT4,4.89169,PAAD,4.30226
2939,GW441756,HUPT4,3.300304,PAAD,3.684443
2940,Gallibiscoquinazole,HUPT4,2.397839,PAAD,3.008117
2941,Gefitinib,HUPT4,2.496295,PAAD,3.070536
2942,Gemcitabine,HUPT4,-3.020762,PAAD,2.260956
2943,I-BET-762,HUPT4,4.315257,PAAD,3.042655
2944,I-BRD9,HUPT4,5.825693,PAAD,5.043
2945,ICL-SIRT078,HUPT4,4.805379,PAAD,4.171116
2946,IWP-2,HUPT4,2.926417,PAAD,3.26282
2947,Ibrutinib,HUPT4,5.823079,PAAD,5.015376
2948,Ipatasertib,HUPT4,4.75743,PAAD,4.528203
2949,Irinotecan,HUPT4,1.763569,PAAD,3.272561
2950,JNK Inhibitor VIII,HUPT4,4.621395,PAAD,5.826341
2951,JQ1,HUPT4,3.568117,PAAD,2.565669
2952,KRAS (G12C) Inhibitor-12,HUPT4,5.185065,PAAD,5.092381
2953,KU-55933,HUPT4,4.780364,PAAD,5.596832
2954,L-Oxonoreleagnine,HUPT4,4.17698,PAAD,3.721971
2955,LCL161,HUPT4,4.70549,PAAD,5.259099
2956,LGK974,HUPT4,3.422806,PAAD,4.391672
2957,LJI308,HUPT4,5.496479,PAAD,5.758394
2958,LMP744,HUPT4,-0.055384,PAAD,0.772858
2959,LY2109761,HUPT4,5.530901,PAAD,5.655234
2960,Lapatinib,HUPT4,3.096039,PAAD,4.490434
2961,Leflunomide,HUPT4,4.960844,PAAD,5.327828
2962,Lenalidomide,HUPT4,5.898829,PAAD,5.941662
2963,Lestaurtinib,HUPT4,1.851291,PAAD,1.200985
2964,Linsitinib,HUPT4,4.872182,PAAD,4.334912
2965,Luminespib,HUPT4,1.999423,PAAD,-0.907266
2966,MG-132,HUPT4,-1.363583,PAAD,-1.131356
2967,MIM1,HUPT4,4.466749,PAAD,4.605341
2968,MIRA-1,HUPT4,5.924344,PAAD,5.630451
2969,MK-1775,HUPT4,2.244678,PAAD,1.226163
2970,MK-2206,HUPT4,3.720136,PAAD,3.560266
2971,MK-8776,HUPT4,4.582276,PAAD,3.713395
2972,ML323,HUPT4,5.372686,PAAD,4.861404
2973,MN-64,HUPT4,5.472301,PAAD,5.181839
2974,Methotrexate,HUPT4,-0.032367,PAAD,0.643023
2975,Mirin,HUPT4,5.759242,PAAD,5.354038
2976,Mitoxantrone,HUPT4,1.018207,PAAD,2.232267
2977,Motesanib,HUPT4,5.904995,PAAD,5.983225
2978,Mycophenolic acid,HUPT4,2.706698,PAAD,2.678514
2979,N-acetyl cysteine,HUPT4,9.806483,PAAD,10.715681
2980,NU7441,HUPT4,4.481577,PAAD,3.721254
2981,NVP-ADW742,HUPT4,4.14685,PAAD,2.605531
2982,Navitoclax,HUPT4,2.611603,PAAD,1.128971
2983,Nelarabine,HUPT4,6.603449,PAAD,6.640343
2984,Nilotinib,HUPT4,3.354548,PAAD,4.502807
2985,Niraparib,HUPT4,5.04157,PAAD,5.14725
2986,Nutlin-3a (-),HUPT4,5.478392,PAAD,5.722242
2987,OF-1,HUPT4,2.991768,PAAD,4.480113
2988,OSI-027,HUPT4,2.219463,PAAD,2.858047
2989,OTX015,HUPT4,4.045632,PAAD,2.08148
2990,Obatoclax Mesylate,HUPT4,1.060857,PAAD,0.93089
2991,Olaparib,HUPT4,4.833956,PAAD,5.048972
2992,Osimertinib,HUPT4,1.965108,PAAD,1.817654
2993,Oxaliplatin,HUPT4,6.060172,PAAD,4.641972
2994,P22077,HUPT4,4.204422,PAAD,5.743183
2995,PCI-34051,HUPT4,5.023174,PAAD,5.197578
2996,PD0325901,HUPT4,1.542918,PAAD,0.045125
2997,PD173074,HUPT4,4.831546,PAAD,4.207767
2998,PFI-1,HUPT4,3.338241,PAAD,4.508467
2999,PFI3,HUPT4,5.876695,PAAD,5.778166
3000,PLX-4720,HUPT4,5.984133,PAAD,5.06977
3001,POMHEX,HUPT4,2.78856,PAAD,1.849833
3002,PRIMA-1MET,HUPT4,5.202809,PAAD,5.203069
3003,PRT062607,HUPT4,5.315042,PAAD,3.163878
3004,Paclitaxel,HUPT4,-1.193314,PAAD,-1.482761
3005,Palbociclib,HUPT4,4.825046,PAAD,4.149861
3006,Pevonedistat,HUPT4,0.579416,PAAD,2.342245
3007,Picolinici-acid,HUPT4,5.800753,PAAD,5.357574
3008,Pictilisib,HUPT4,2.062669,PAAD,1.380226
3009,Podophyllotoxin bromide,HUPT4,1.370547,PAAD,0.197051
3010,Pyridostatin,HUPT4,3.605922,PAAD,4.371617
3011,RO-3306,HUPT4,3.722755,PAAD,4.957949
3012,RVX-208,HUPT4,5.170654,PAAD,5.201703
3013,Rapamycin,HUPT4,0.213303,PAAD,-1.007258
3014,Refametinib,HUPT4,2.975899,PAAD,0.952032
3015,Remodelin,HUPT4,3.894242,PAAD,4.968948
3016,Ribociclib,HUPT4,4.438421,PAAD,4.226942
3017,Romidepsin,HUPT4,-2.247646,PAAD,-5.303504
3018,Rucaparib,HUPT4,4.076015,PAAD,4.810683
3019,Ruxolitinib,HUPT4,5.60103,PAAD,5.479561
3020,SB216763,HUPT4,5.71498,PAAD,5.524507
3021,SB590885,HUPT4,5.217155,PAAD,5.02271
3022,SCH772984,HUPT4,2.425858,PAAD,1.352573
3023,SGC-CBP30,HUPT4,4.261548,PAAD,4.457772
3024,SGC0946,HUPT4,2.064142,PAAD,2.29373
3025,SN-38,HUPT4,-5.43106,PAAD,1.862126
3026,Sabutoclax,HUPT4,1.989144,PAAD,0.560768
3027,Sapitinib,HUPT4,4.058287,PAAD,3.763371
3028,Savolitinib,HUPT4,2.39581,PAAD,2.691133
3029,Schweinfurthin A,HUPT4,2.708173,PAAD,2.781747
3030,Selumetinib,HUPT4,4.507733,PAAD,2.776408
3031,Sepantronium bromide,HUPT4,-3.887001,PAAD,-3.734713
3032,Serdemetan,HUPT4,4.862127,PAAD,4.57527
3033,Sinularin,HUPT4,2.757316,PAAD,3.654185
3034,Sorafenib,HUPT4,2.595622,PAAD,3.144427
3035,Staurosporine,HUPT4,-3.009689,PAAD,-2.62517
3036,Talazoparib,HUPT4,3.069539,PAAD,4.174866
3037,Tamoxifen,HUPT4,4.826794,PAAD,4.218516
3038,Tanespimycin,HUPT4,0.750909,PAAD,0.092484
3039,Taselisib,HUPT4,3.175254,PAAD,2.411388
3040,Telomerase Inhibitor IX,HUPT4,2.881717,PAAD,1.724132
3041,Temozolomide,HUPT4,7.399206,PAAD,6.968317
3042,Temsirolimus,HUPT4,2.577426,PAAD,2.094949
3043,Teniposide,HUPT4,0.497693,PAAD,1.494822
3044,Topotecan,HUPT4,-0.953769,PAAD,1.322146
3045,Trametinib,HUPT4,0.332131,PAAD,-1.824609
3046,UMI-77,HUPT4,4.334545,PAAD,3.138797
3047,UNC0379,HUPT4,4.996405,PAAD,3.488351
3048,UNC0638,HUPT4,5.158618,PAAD,4.730873
3049,Ulixertinib,HUPT4,3.075801,PAAD,2.267461
3050,Uprosertib,HUPT4,5.431627,PAAD,4.637357
3051,VE-822,HUPT4,5.171994,PAAD,4.024042
3052,VE821,HUPT4,5.899796,PAAD,5.15535
3053,VX-11e,HUPT4,2.903634,PAAD,2.543378
3054,Veliparib,HUPT4,5.850532,PAAD,5.722367
3055,Venetoclax,HUPT4,4.855919,PAAD,3.097488
3056,Vinblastine,HUPT4,-1.221192,PAAD,-2.647277
3057,Vincristine,HUPT4,-0.818332,PAAD,0.29987
3058,Vinorelbine,HUPT4,-2.649294,PAAD,-2.144224
3059,Vismodegib,HUPT4,5.560002,PAAD,5.330735
3060,Vorinostat,HUPT4,3.022006,PAAD,1.849669
3061,WEHI-539,HUPT4,5.633764,PAAD,3.799858
3062,WIKI4,HUPT4,2.939456,PAAD,3.802102
3063,WZ4003,HUPT4,5.832953,PAAD,3.952081
3064,Wee1 Inhibitor,HUPT4,3.23014,PAAD,2.772717
3065,Wnt-C59,HUPT4,5.133081,PAAD,4.818352
3066,XAV939,HUPT4,4.26088,PAAD,4.916773
3067,YK-4-279,HUPT4,3.329464,PAAD,3.281317
3068,ZM447439,HUPT4,4.01269,PAAD,3.217307
3069,Zoledronate,HUPT4,4.300864,PAAD,4.34329
3070,alpha-lipoic acid,HUPT4,8.278741,PAAD,7.943012
3071,glutathione,HUPT4,8.56445,PAAD,9.839273
3072,5-Fluorouracil,SNU398,4.232676,HCC,4.526438
3073,5-azacytidine,SNU398,3.531032,HCC,1.711213
3074,A-366,SNU398,4.814451,HCC,4.595123
3075,ABT737,SNU398,2.557117,HCC,2.454596
3076,AGI-5198,SNU398,3.974444,HCC,4.007544
3077,AGI-6780,SNU398,1.779076,HCC,3.279548
3078,AGK2,SNU398,3.067172,HCC,2.533669
3079,AMG-319,SNU398,5.582665,HCC,4.659486
3080,AT13148,SNU398,4.242962,HCC,3.134919
3081,AZ6102,SNU398,2.519501,HCC,2.081781
3082,AZ960,SNU398,0.179742,HCC,1.115141
3083,AZD1208,SNU398,5.45168,HCC,4.768608
3084,AZD1332,SNU398,3.153859,HCC,3.777272
