,drug,cell_line,IC50,OncotreeCode,prediction
3876,Podophyllotoxin bromide,QGP1,-0.133431,PANET,-0.205801
3877,Pyridostatin,QGP1,4.294646,PANET,4.003457
3878,RO-3306,QGP1,4.16598,PANET,3.786041
3879,RVX-208,QGP1,5.986298,PANET,5.20168
3880,Rapamycin,QGP1,-1.608995,PANET,-0.848031
3881,Refametinib,QGP1,0.754847,PANET,3.358855
3882,Ribociclib,QGP1,3.367911,PANET,3.986292
3883,Romidepsin,QGP1,-5.743193,PANET,-5.177468
3884,Rucaparib,QGP1,4.380992,PANET,4.100021
3885,Ruxolitinib,QGP1,6.999606,PANET,5.018641
3886,SB216763,QGP1,6.318198,PANET,5.250333
3887,SB505124,QGP1,5.498858,PANET,3.716753
3888,SB590885,QGP1,5.210761,PANET,4.72046
3889,SCH772984,QGP1,2.273767,PANET,3.230497
3890,SGC-CBP30,QGP1,4.786581,PANET,4.134544
3891,SGC0946,QGP1,3.619716,PANET,2.35347
3892,SL0101,QGP1,6.462048,PANET,4.908248
3893,SN-38,QGP1,1.774593,PANET,3.257292
3894,Sabutoclax,QGP1,-0.938958,PANET,0.89438
3895,Sapitinib,QGP1,6.543407,PANET,4.877215
3896,Savolitinib,QGP1,3.882369,PANET,2.262234
3897,Schweinfurthin A,QGP1,4.418894,PANET,2.68618
3898,Selumetinib,QGP1,2.193256,PANET,4.930811
3899,Sepantronium bromide,QGP1,-5.342647,PANET,-0.831142
3900,Serdemetan,QGP1,5.715081,PANET,3.852928
3901,Sinularin,QGP1,5.518016,PANET,3.623972
3902,Sorafenib,QGP1,2.99603,PANET,2.465254
3903,Staurosporine,QGP1,-1.492919,PANET,-1.972427
3904,Talazoparib,QGP1,6.10434,PANET,4.365302
3905,Tamoxifen,QGP1,6.707041,PANET,4.134166
3906,Tanespimycin,QGP1,0.783284,PANET,0.629619
3907,Taselisib,QGP1,3.046206,PANET,3.553565
3908,Telomerase Inhibitor IX,QGP1,0.775184,PANET,2.006167
3909,Temozolomide,QGP1,7.240313,PANET,6.548723
3910,Temsirolimus,QGP1,0.705971,PANET,2.471859
3911,Teniposide,QGP1,0.702095,PANET,1.702911
3912,Topotecan,QGP1,2.449624,PANET,1.633699
3913,Tozasertib,QGP1,2.596094,PANET,1.839648
3914,Trametinib,QGP1,-1.519965,PANET,0.934298
3915,Tretinoin,QGP1,6.370986,PANET,5.152261
3916,Ulixertinib,QGP1,1.87475,PANET,2.886114
3917,Uprosertib,QGP1,5.504312,PANET,3.914963
3918,VE-822,QGP1,5.860806,PANET,3.981324
3919,VE821,QGP1,5.354281,PANET,4.62678
3920,VX-11e,QGP1,1.541395,PANET,3.659254
3921,Veliparib,QGP1,6.651283,PANET,5.38275
3922,Venetoclax,QGP1,5.040806,PANET,3.086558
3923,Vincristine,QGP1,-0.388423,PANET,-1.090878
3924,Vinorelbine,QGP1,-2.637195,PANET,-2.496177
3925,Vismodegib,QGP1,5.945256,PANET,4.998442
3926,Vorinostat,QGP1,3.161868,PANET,1.754969
3927,WEHI-539,QGP1,6.309216,PANET,4.446002
3928,WIKI4,QGP1,5.218517,PANET,4.223618
3929,WZ4003,QGP1,5.548756,PANET,4.476963
3930,Wee1 Inhibitor,QGP1,2.748224,PANET,2.257585
3931,Wnt-C59,QGP1,5.242085,PANET,3.885365
3932,XAV939,QGP1,6.345435,PANET,4.413507
3933,YK-4-279,QGP1,3.632977,PANET,2.658281
3934,ZM447439,QGP1,3.712488,PANET,3.465987
3935,Zoledronate,QGP1,5.080125,PANET,4.277188
3936,5-Fluorouracil,SKHEP1,5.311727,HCC,3.758932
3937,5-azacytidine,SKHEP1,3.00254,HCC,2.864635
3938,A-366,SKHEP1,4.996538,HCC,4.776986
3939,AGI-5198,SKHEP1,2.357506,HCC,4.735544
3940,AGI-6780,SKHEP1,3.909938,HCC,4.383241
3941,AGK2,SKHEP1,4.442008,HCC,3.075345
3942,AMG-319,SKHEP1,5.212901,HCC,4.753592
3943,AT13148,SKHEP1,2.272142,HCC,3.275053
3944,AZ6102,SKHEP1,2.115625,HCC,2.36961
3945,AZ960,SKHEP1,3.438486,HCC,1.621417
3946,AZD1208,SKHEP1,4.968345,HCC,5.198448
3947,AZD1332,SKHEP1,5.515163,HCC,3.383376
3948,AZD2014,SKHEP1,1.488506,HCC,1.942861
3949,AZD3759,SKHEP1,2.076129,HCC,2.701355
3950,AZD4547,SKHEP1,4.151153,HCC,2.887798
3951,AZD5153,SKHEP1,2.638711,HCC,0.837566
3952,AZD5363,SKHEP1,3.824063,HCC,3.25208
3953,AZD5438,SKHEP1,1.683596,HCC,2.220251
3954,AZD5582,SKHEP1,3.403878,HCC,1.999142
3955,AZD5991,SKHEP1,5.523095,HCC,5.266672
3956,AZD6738,SKHEP1,4.805705,HCC,1.757984
3957,AZD7762,SKHEP1,2.380736,HCC,-0.12205
3958,AZD8055,SKHEP1,-0.479479,HCC,-0.270897
3959,AZD8186,SKHEP1,5.592955,HCC,3.276507
3960,Acetalax,SKHEP1,3.672725,HCC,5.397902
3961,Afatinib,SKHEP1,3.112519,HCC,1.981903
3962,Afuresertib,SKHEP1,3.401516,HCC,3.12398
3963,Alisertib,SKHEP1,2.502481,HCC,2.05248
3964,Alpelisib,SKHEP1,5.362718,HCC,3.7239
3965,Avagacestat,SKHEP1,5.122252,HCC,4.726575
3966,Axitinib,SKHEP1,3.296675,HCC,3.376403
3967,BI-2536,SKHEP1,-0.138714,HCC,-0.791288
3968,BIBR-1532,SKHEP1,5.520719,HCC,4.907925
3969,BMS-345541,SKHEP1,3.741672,HCC,3.282207
3970,BMS-536924,SKHEP1,4.494263,HCC,1.835615
3971,BMS-754807,SKHEP1,4.873971,HCC,2.548349
3972,Bleomycin,SKHEP1,2.321878,HCC,1.503583
3973,Bleomycin (50 uM),SKHEP1,4.14138,HCC,1.068768
3974,Bortezomib,SKHEP1,-4.739253,HCC,-5.398947
3975,Bosutinib,SKHEP1,2.981726,HCC,2.500405
3976,Bromosporine,SKHEP1,2.842826,HCC,1.954837
3977,Buparlisib,SKHEP1,1.400098,HCC,1.022422
3978,CCT007093,SKHEP1,5.318773,HCC,5.075814
3979,CPI-637,SKHEP1,4.896623,HCC,4.093484
3980,CZC24832,SKHEP1,5.253483,HCC,5.075624
3981,Camptothecin,SKHEP1,-2.164699,HCC,-2.884042
3982,Carmustine,SKHEP1,5.548917,HCC,6.30002
3983,Cediranib,SKHEP1,3.393918,HCC,2.124652
3984,Cisplatin,SKHEP1,4.376716,HCC,2.331251
3985,Crizotinib,SKHEP1,3.154575,HCC,2.539518
3986,Cyclophosphamide,SKHEP1,5.073859,HCC,5.243916
3987,Cytarabine,SKHEP1,2.165296,HCC,1.769351
3988,Dabrafenib,SKHEP1,4.196263,HCC,4.577831
3989,Dacarbazine,SKHEP1,5.640291,HCC,5.702848
3990,Dactinomycin,SKHEP1,-4.700779,HCC,-4.715103
3991,Dactolisib,SKHEP1,-2.457305,HCC,-2.461159
3992,Daporinad,SKHEP1,-5.188416,HCC,-3.672133
3993,Dasatinib,SKHEP1,3.493144,HCC,-0.596362
3994,Dihydrorotenone,SKHEP1,2.110647,HCC,1.350607
3995,Dinaciclib,SKHEP1,-3.792224,HCC,-3.101311
3996,Docetaxel,SKHEP1,-3.182124,HCC,-4.877083
3997,Doramapimod,SKHEP1,5.622314,HCC,5.373541
3998,EHT-1864,SKHEP1,3.507577,HCC,3.666968
3999,EPZ004777,SKHEP1,4.376724,HCC,5.389242
4000,EPZ5676,SKHEP1,5.420539,HCC,5.824532
4001,Elephantin,SKHEP1,2.941569,HCC,3.311931
4002,Entinostat,SKHEP1,4.045247,HCC,2.543711
4003,Entospletinib,SKHEP1,3.621369,HCC,3.336034
4004,Epirubicin,SKHEP1,-1.04639,HCC,-2.071417
4005,Erlotinib,SKHEP1,2.121995,HCC,3.418396
4006,Fludarabine,SKHEP1,4.738089,HCC,4.729667
4007,Foretinib,SKHEP1,1.578519,HCC,0.820219
4008,Fulvestrant,SKHEP1,4.383647,HCC,3.672101
4009,GDC0810,SKHEP1,5.086377,HCC,4.907081
4010,GNE-317,SKHEP1,0.110911,HCC,0.413595
4011,GSK-LSD1,SKHEP1,1.920528,HCC,2.494154
4012,GSK1904529A,SKHEP1,4.90204,HCC,4.264781
4013,GSK2110183B,SKHEP1,4.413663,HCC,4.154109
4014,GSK2578215A,SKHEP1,4.484133,HCC,4.84912
4015,GSK2606414,SKHEP1,3.016116,HCC,3.764746
4016,GSK2801,SKHEP1,5.025076,HCC,4.847928
4017,GSK2830371,SKHEP1,5.627561,HCC,5.768488
4018,GSK343,SKHEP1,4.365129,HCC,3.35555
4019,GSK591,SKHEP1,4.119958,HCC,4.286128
4020,GW441756,SKHEP1,3.594667,HCC,3.104999
4021,Gallibiscoquinazole,SKHEP1,3.014379,HCC,2.525388
4022,Gefitinib,SKHEP1,3.897707,HCC,3.631352
4023,Gemcitabine,SKHEP1,1.133197,HCC,-3.17152
4024,I-BET-762,SKHEP1,3.849331,HCC,2.7781
4025,I-BRD9,SKHEP1,4.037817,HCC,4.136701
4026,ICL-SIRT078,SKHEP1,4.951127,HCC,4.168081
4027,IWP-2,SKHEP1,2.652385,HCC,2.81778
4028,Ibrutinib,SKHEP1,5.573227,HCC,4.981399
4029,Ipatasertib,SKHEP1,5.216543,HCC,4.374291
4030,Irinotecan,SKHEP1,3.176589,HCC,1.631658
4031,JNK Inhibitor VIII,SKHEP1,3.893923,HCC,5.253712
4032,JQ1,SKHEP1,4.115908,HCC,1.776266
4033,KRAS (G12C) Inhibitor-12,SKHEP1,4.770129,HCC,4.479705
4034,KU-55933,SKHEP1,3.842339,HCC,4.834347
4035,L-Oxonoreleagnine,SKHEP1,3.861211,HCC,3.688478
4036,LCL161,SKHEP1,5.529237,HCC,4.519824
4037,LGK974,SKHEP1,4.666321,HCC,4.458561
4038,LJI308,SKHEP1,4.669521,HCC,4.926285
4039,LMP744,SKHEP1,-0.332656,HCC,-0.895559
4040,LY2109761,SKHEP1,5.383057,HCC,5.12984
4041,Lapatinib,SKHEP1,6.021202,HCC,3.232099
4042,Leflunomide,SKHEP1,5.363136,HCC,4.96023
4043,Lenalidomide,SKHEP1,4.695815,HCC,5.407764
4044,Lestaurtinib,SKHEP1,-0.16477,HCC,-0.131551
4045,Linsitinib,SKHEP1,5.394877,HCC,3.700143
4046,Luminespib,SKHEP1,-1.596949,HCC,-3.451656
4047,MG-132,SKHEP1,-1.204086,HCC,-1.701397
4048,MIM1,SKHEP1,4.489358,HCC,3.502662
4049,MIRA-1,SKHEP1,4.65461,HCC,5.285184
4050,MK-1775,SKHEP1,2.466653,HCC,-0.10766
4051,MK-2206,SKHEP1,2.524902,HCC,3.385427
4052,MK-8776,SKHEP1,4.851116,HCC,3.125465
4053,ML323,SKHEP1,5.202972,HCC,4.659168
4054,MN-64,SKHEP1,4.327519,HCC,4.55943
4055,Methotrexate,SKHEP1,2.586228,HCC,-1.732223
4056,Mirin,SKHEP1,5.505507,HCC,4.509379
4057,Mitoxantrone,SKHEP1,0.237738,HCC,0.27931
4058,Motesanib,SKHEP1,5.627561,HCC,5.55386
4059,Mycophenolic acid,SKHEP1,0.988056,HCC,1.151238
4060,N-acetyl cysteine,SKHEP1,9.23959,HCC,10.233644
4061,NU7441,SKHEP1,4.810472,HCC,2.666356
4062,NVP-ADW742,SKHEP1,4.597193,HCC,2.605703
4063,Navitoclax,SKHEP1,2.022564,HCC,2.604541
4064,Nelarabine,SKHEP1,6.302944,HCC,6.131265
4065,Nilotinib,SKHEP1,0.965943,HCC,3.424178
4066,Niraparib,SKHEP1,4.157673,HCC,4.040287
4067,Nutlin-3a (-),SKHEP1,3.742175,HCC,3.541755
4068,OF-1,SKHEP1,3.948847,HCC,4.797488
4069,OSI-027,SKHEP1,3.732252,HCC,2.245173
4070,OTX015,SKHEP1,3.479823,HCC,1.717283
4071,Obatoclax Mesylate,SKHEP1,1.706644,HCC,0.028044
4072,Olaparib,SKHEP1,4.479446,HCC,4.228701
4073,Osimertinib,SKHEP1,3.324976,HCC,2.067808
4074,Oxaliplatin,SKHEP1,5.531231,HCC,4.279903
4075,P22077,SKHEP1,3.419364,HCC,4.599027
4076,PCI-34051,SKHEP1,4.931934,HCC,4.208856
4077,PD0325901,SKHEP1,1.883252,HCC,0.497211
4078,PD173074,SKHEP1,3.450575,HCC,3.53967
4079,PFI-1,SKHEP1,5.386911,HCC,3.902576
4080,PFI3,SKHEP1,5.393634,HCC,5.12213
4081,PLX-4720,SKHEP1,2.962098,HCC,4.270324
4082,POMHEX,SKHEP1,0.406971,HCC,1.447984
4083,PRIMA-1MET,SKHEP1,5.768266,HCC,3.426055
4084,PRT062607,SKHEP1,3.429469,HCC,2.771916
4085,Paclitaxel,SKHEP1,-3.548045,HCC,-3.85741
4086,Palbociclib,SKHEP1,3.219405,HCC,3.475422
4087,Pevonedistat,SKHEP1,-0.7429,HCC,-0.320458
4088,Picolinici-acid,SKHEP1,4.889717,HCC,5.168922
4089,Pictilisib,SKHEP1,1.876615,HCC,1.437207
4090,Podophyllotoxin bromide,SKHEP1,-0.998903,HCC,-1.086975
4091,Pyridostatin,SKHEP1,2.284286,HCC,3.295816
4092,RO-3306,SKHEP1,3.229843,HCC,3.485949
4093,RVX-208,SKHEP1,5.282835,HCC,4.564116
4094,Rapamycin,SKHEP1,-2.355216,HCC,-1.779953
4095,Refametinib,SKHEP1,3.03666,HCC,1.067999
4096,Ribociclib,SKHEP1,3.54486,HCC,3.719404
4097,Romidepsin,SKHEP1,-5.455467,HCC,-6.031038
4098,Rucaparib,SKHEP1,3.941336,HCC,4.250309
4099,Ruxolitinib,SKHEP1,5.220856,HCC,4.865357
4100,SB216763,SKHEP1,5.38684,HCC,4.779604
4101,SB590885,SKHEP1,3.452081,HCC,4.259352
4102,SCH772984,SKHEP1,3.451853,HCC,1.346274
4103,SGC-CBP30,SKHEP1,3.533237,HCC,4.223105
4104,SGC0946,SKHEP1,0.765889,HCC,2.172994
4105,SN-38,SKHEP1,3.709632,HCC,-4.181684
4106,Sabutoclax,SKHEP1,-0.239534,HCC,-0.892516
4107,Sapitinib,SKHEP1,5.660592,HCC,4.412422
4108,Savolitinib,SKHEP1,3.224274,HCC,2.285853
4109,Schweinfurthin A,SKHEP1,1.310562,HCC,1.296277
4110,Selumetinib,SKHEP1,4.487797,HCC,3.276814
4111,Sepantronium bromide,SKHEP1,-6.213839,HCC,-5.612638
4112,Serdemetan,SKHEP1,4.972075,HCC,3.901482
4113,Sinularin,SKHEP1,2.791454,HCC,3.562264
4114,Sorafenib,SKHEP1,2.283431,HCC,2.628062
4115,Staurosporine,SKHEP1,-2.048244,HCC,-4.040687
4116,TW 37,SKHEP1,2.457714,HCC,0.852944
4117,Talazoparib,SKHEP1,5.214093,HCC,2.902781
4118,Tamoxifen,SKHEP1,4.848472,HCC,3.580606
4119,Tanespimycin,SKHEP1,0.653182,HCC,-0.593298
4120,Taselisib,SKHEP1,4.076713,HCC,2.850855
4121,Telomerase Inhibitor IX,SKHEP1,0.302513,HCC,0.311796
4122,Temozolomide,SKHEP1,5.877317,HCC,6.533473
4123,Temsirolimus,SKHEP1,1.453487,HCC,1.426255
4124,Teniposide,SKHEP1,0.13438,HCC,-0.253029
4125,Topotecan,SKHEP1,0.179163,HCC,-0.353377
4126,Trametinib,SKHEP1,1.553581,HCC,-0.85257
4127,UMI-77,SKHEP1,3.538334,HCC,2.596941
4128,UNC0379,SKHEP1,3.26193,HCC,3.58412
4129,UNC0638,SKHEP1,3.610225,HCC,4.535506
4130,Ulixertinib,SKHEP1,2.650576,HCC,1.91871
4131,Uprosertib,SKHEP1,4.516765,HCC,3.398511
4132,VE-822,SKHEP1,4.903566,HCC,3.496691
4133,VE821,SKHEP1,4.230062,HCC,3.573784
4134,VX-11e,SKHEP1,3.72558,HCC,2.322145
4135,Veliparib,SKHEP1,5.178137,HCC,5.343678
4136,Venetoclax,SKHEP1,4.181864,HCC,2.841785
4137,Vinblastine,SKHEP1,-4.965124,HCC,-4.372481
4138,Vincristine,SKHEP1,-1.668151,HCC,-3.278878
4139,Vinorelbine,SKHEP1,-2.778204,HCC,-4.015737
4140,Vismodegib,SKHEP1,4.606537,HCC,4.811119
4141,Vorinostat,SKHEP1,1.492565,HCC,1.661037
4142,WEHI-539,SKHEP1,4.166341,HCC,4.13327
4143,WIKI4,SKHEP1,2.894624,HCC,3.692842
4144,WZ4003,SKHEP1,3.372134,HCC,3.429405
4145,Wee1 Inhibitor,SKHEP1,3.803334,HCC,1.595886
4146,Wnt-C59,SKHEP1,5.498119,HCC,4.202357
4147,XAV939,SKHEP1,4.122339,HCC,4.305831
4148,YK-4-279,SKHEP1,3.790936,HCC,1.932314
4149,ZM447439,SKHEP1,3.104746,HCC,2.555449
4150,Zoledronate,SKHEP1,3.989569,HCC,4.066024
4151,alpha-lipoic acid,SKHEP1,7.3169,HCC,7.906219
4152,glutathione,SKHEP1,8.329884,HCC,9.34231
4153,5-Fluorouracil,G402,2.996,RCC,3.330244
4154,5-azacytidine,G402,3.288811,RCC,2.726389
4155,A-366,G402,5.048642,RCC,4.608552
4156,ABT737,G402,3.412328,RCC,2.630813
4157,AGI-5198,G402,5.172346,RCC,4.449619
4158,AGI-6780,G402,4.900675,RCC,3.936733
4159,AGK2,G402,2.386439,RCC,2.872254
4160,AMG-319,G402,4.819091,RCC,4.573433
4161,AZ6102,G402,1.948988,RCC,2.65764
4162,AZ960,G402,1.549359,RCC,2.468925
4163,AZD1208,G402,5.346468,RCC,4.775741
4164,AZD1332,G402,1.251765,RCC,4.041182
4165,AZD2014,G402,-0.690772,RCC,2.153455
4166,AZD3759,G402,3.878619,RCC,2.673594
4167,AZD4547,G402,0.35497,RCC,1.433644
4168,AZD5153,G402,-0.018002,RCC,2.712971
4169,AZD5363,G402,3.134216,RCC,2.557908
4170,AZD5438,G402,1.028727,RCC,2.10894
4171,AZD5582,G402,-0.570308,RCC,-0.153648
4172,AZD5991,G402,3.462469,RCC,4.087987
4173,AZD6738,G402,1.498982,RCC,1.675986
4174,AZD7762,G402,-1.365743,RCC,-0.119036
4175,AZD8055,G402,-2.287658,RCC,-0.303118
4176,AZD8186,G402,2.839403,RCC,2.496233
4177,Acetalax,G402,1.523078,RCC,1.467858
4178,Afatinib,G402,1.4354,RCC,1.684157
4179,Afuresertib,G402,3.061864,RCC,2.242679
4180,Alisertib,G402,0.75551,RCC,2.755212
4181,Alpelisib,G402,2.661662,RCC,3.064033
4182,Avagacestat,G402,5.410097,RCC,4.495106
4183,Axitinib,G402,-0.412426,RCC,2.571935
4184,BI-2536,G402,-2.282352,RCC,-2.109519
4185,BIBR-1532,G402,5.366787,RCC,4.695987
4186,BMS-345541,G402,2.096841,RCC,2.936604
4187,BMS-536924,G402,1.90858,RCC,2.658386
4188,BMS-754807,G402,1.721308,RCC,2.613677
4189,Bleomycin,G402,1.000183,RCC,0.236923
4190,Bleomycin (50 uM),G402,0.603294,RCC,0.363836
4191,Bortezomib,G402,-5.326039,RCC,-5.604327
4192,Bosutinib,G402,3.4134,RCC,2.837835
4193,Bromosporine,G402,1.453291,RCC,2.854122
4194,Buparlisib,G402,0.819075,RCC,1.142442
4195,CCT007093,G402,5.626104,RCC,4.786143
4196,CPI-637,G402,2.956734,RCC,4.317308
4197,CZC24832,G402,4.755028,RCC,4.809002
4198,Camptothecin,G402,-3.025968,RCC,-3.002737
4199,Carmustine,G402,6.438697,RCC,5.59621
4200,Cediranib,G402,-1.104498,RCC,1.960115
4201,Cisplatin,G402,1.428667,RCC,2.046589
4202,Crizotinib,G402,1.965244,RCC,2.809972
4203,Cyclophosphamide,G402,5.257105,RCC,5.03775
4204,Cytarabine,G402,-1.090656,RCC,1.638951
4205,Dabrafenib,G402,3.798182,RCC,4.745515
4206,Dacarbazine,G402,5.551558,RCC,5.331713
4207,Dactinomycin,G402,-5.394163,RCC,-4.983669
4208,Dactolisib,G402,-3.319366,RCC,-2.090626
4209,Dasatinib,G402,-1.487867,RCC,1.762814
4210,Dihydrorotenone,G402,1.443415,RCC,-0.377659
4211,Dinaciclib,G402,-3.4087,RCC,-3.079928
4212,Docetaxel,G402,-3.061854,RCC,-4.175725
4213,Doramapimod,G402,4.008271,RCC,4.85353
4214,EHT-1864,G402,3.128429,RCC,3.034908
4215,EPZ004777,G402,5.67141,RCC,5.201797
4216,EPZ5676,G402,5.425964,RCC,5.608778
4217,Elephantin,G402,2.38154,RCC,3.435468
4218,Entinostat,G402,2.994529,RCC,2.762084
4219,Entospletinib,G402,2.479252,RCC,3.70927
4220,Epirubicin,G402,-2.875472,RCC,-2.054575
4221,Erlotinib,G402,4.204043,RCC,3.01521
4222,Fludarabine,G402,3.187977,RCC,4.965511
4223,Foretinib,G402,-1.202796,RCC,1.251851
4224,Fulvestrant,G402,4.000508,RCC,3.318456
4225,GDC0810,G402,5.592562,RCC,4.544582
4226,GNE-317,G402,-0.678028,RCC,0.150027
4227,GSK-LSD1,G402,3.328004,RCC,2.595428
4228,GSK1904529A,G402,2.707396,RCC,4.061444
4229,GSK2110183B,G402,3.499297,RCC,2.947292
4230,GSK2578215A,G402,5.032088,RCC,4.353522
4231,GSK2606414,G402,0.752945,RCC,3.508351
4232,GSK2801,G402,5.035039,RCC,4.698048
4233,GSK2830371,G402,5.480939,RCC,4.982568
4234,GSK343,G402,2.689081,RCC,3.385032
4235,GSK591,G402,5.17329,RCC,4.475431
4236,GW441756,G402,3.314901,RCC,2.957331
4237,Gallibiscoquinazole,G402,3.271719,RCC,2.368219
4238,Gefitinib,G402,3.434978,RCC,3.855833
4239,Gemcitabine,G402,-3.461392,RCC,-2.854106
4240,I-BET-762,G402,2.170294,RCC,3.893554
4241,I-BRD9,G402,3.588205,RCC,4.138074
4242,ICL-SIRT078,G402,3.538238,RCC,4.019698
4243,IWP-2,G402,3.431892,RCC,2.666301
4244,Ibrutinib,G402,3.821088,RCC,4.420647
4245,Ipatasertib,G402,2.898683,RCC,2.689282
4246,Irinotecan,G402,1.624357,RCC,2.397381
4247,JNK Inhibitor VIII,G402,4.782137,RCC,5.093635
4248,JQ1,G402,0.451441,RCC,3.161034
4249,KRAS (G12C) Inhibitor-12,G402,5.393595,RCC,4.14309
4250,KU-55933,G402,5.017868,RCC,4.701186
4251,L-Oxonoreleagnine,G402,3.592871,RCC,3.487164
4252,LCL161,G402,5.594814,RCC,4.596016
4253,LGK974,G402,3.158357,RCC,3.371088
4254,LJI308,G402,5.748864,RCC,4.740711
4255,LMP744,G402,-0.281858,RCC,-0.94059
4256,LY2109761,G402,3.719963,RCC,5.028757
4257,Lapatinib,G402,2.694381,RCC,3.352754
4258,Leflunomide,G402,4.41358,RCC,4.731125
4259,Lenalidomide,G402,5.775538,RCC,5.002755
4260,Lestaurtinib,G402,-0.19432,RCC,0.693241
4261,Linsitinib,G402,4.225341,RCC,4.01902
4262,Luminespib,G402,-3.720687,RCC,-2.878029
4263,MG-132,G402,-1.790121,RCC,-1.670408
4264,MIM1,G402,3.308598,RCC,3.400385
4265,MIRA-1,G402,4.909859,RCC,5.215588
4266,MK-1775,G402,1.420925,RCC,0.322468
4267,MK-2206,G402,1.265375,RCC,3.047646
4268,MK-8776,G402,2.252334,RCC,3.016883
4269,ML323,G402,3.875005,RCC,3.817988
4270,MN-64,G402,4.913489,RCC,4.169436
4271,Methotrexate,G402,-3.666193,RCC,-3.407697
4272,Mirin,G402,3.803057,RCC,4.641766
4273,Mitoxantrone,G402,0.589206,RCC,-0.434204
4274,Motesanib,G402,3.089533,RCC,4.842337
4275,Mycophenolic acid,G402,1.924067,RCC,1.084721
4276,N-acetyl cysteine,G402,10.038889,RCC,9.861284
4277,NU7441,G402,2.960066,RCC,2.71391
4278,NVP-ADW742,G402,1.699467,RCC,2.931129
4279,Navitoclax,G402,2.594727,RCC,2.548746
4280,Nelarabine,G402,6.495449,RCC,5.921118
4281,Nilotinib,G402,0.249456,RCC,3.151032
4282,Niraparib,G402,2.822297,RCC,3.529639
4283,Nutlin-3a (-),G402,1.618422,RCC,2.370518
4284,OF-1,G402,4.536007,RCC,3.708577
4285,OSI-027,G402,4.544067,RCC,2.936562
4286,OTX015,G402,0.824051,RCC,3.566489
4287,Obatoclax Mesylate,G402,-0.253632,RCC,0.132085
4288,Olaparib,G402,3.403223,RCC,3.972795
4289,Osimertinib,G402,1.922916,RCC,1.443601
4290,Oxaliplatin,G402,2.144217,RCC,3.282604
4291,P22077,G402,3.353433,RCC,4.335675
4292,PCI-34051,G402,3.436882,RCC,4.234209
4293,PD0325901,G402,1.740957,RCC,2.369191
4294,PD173074,G402,1.020458,RCC,3.120493
4295,PFI-1,G402,3.1464,RCC,4.23548
4296,PFI3,G402,4.195327,RCC,4.922626
4297,PLX-4720,G402,4.221574,RCC,4.432565
4298,POMHEX,G402,0.822203,RCC,0.82579
4299,PRIMA-1MET,G402,2.622071,RCC,4.660065
4300,PRT062607,G402,3.144657,RCC,3.56319
4301,Paclitaxel,G402,-4.142969,RCC,-3.287259
4302,Palbociclib,G402,1.591198,RCC,3.119201
4303,Pevonedistat,G402,1.699844,RCC,-0.605622
4304,Picolinici-acid,G402,5.396602,RCC,5.088767
4305,Pictilisib,G402,0.069416,RCC,1.008429
4306,Podophyllotoxin bromide,G402,-0.828074,RCC,-0.303669
4307,Pyridostatin,G402,3.722255,RCC,3.363074
4308,RO-3306,G402,2.433833,RCC,3.064796
4309,RVX-208,G402,4.637211,RCC,5.002333
4310,Rapamycin,G402,-3.675794,RCC,-3.145609
4311,Refametinib,G402,1.542224,RCC,3.0459
4312,Remodelin,G402,3.721675,RCC,4.423515
4313,Ribociclib,G402,2.216297,RCC,3.479115
4314,Romidepsin,G402,-4.997266,RCC,-5.468637
4315,Rucaparib,G402,2.837956,RCC,3.861899
4316,Ruxolitinib,G402,5.237785,RCC,4.805354
4317,SB216763,G402,4.749035,RCC,4.781346
4318,SB590885,G402,5.549096,RCC,4.224671
4319,SCH772984,G402,1.971783,RCC,3.145712
4320,SGC-CBP30,G402,4.047187,RCC,4.077045
4321,SGC0946,G402,1.784412,RCC,2.062888
4322,SN-38,G402,-3.873668,RCC,-4.327024
4323,Sabutoclax,G402,-0.957021,RCC,-1.499239
4324,Sapitinib,G402,4.453763,RCC,4.035632
4325,Savolitinib,G402,3.152019,RCC,2.022255
4326,Schweinfurthin A,G402,0.057552,RCC,1.262975
4327,Selumetinib,G402,3.536415,RCC,4.450857
4328,Sepantronium bromide,G402,-5.854736,RCC,-5.168859
4329,Serdemetan,G402,2.408226,RCC,3.568157
4330,Sinularin,G402,2.832415,RCC,3.350912
4331,Sorafenib,G402,0.194903,RCC,2.292651
4332,Staurosporine,G402,-4.079564,RCC,-2.143303
4333,Talazoparib,G402,1.869645,RCC,1.673482
4334,Tamoxifen,G402,3.451333,RCC,3.177192
4335,Tanespimycin,G402,-2.125937,RCC,-0.615126
4336,Taselisib,G402,1.922839,RCC,1.834743
4337,Telomerase Inhibitor IX,G402,-1.164585,RCC,0.190956
4338,Temozolomide,G402,6.649171,RCC,6.177314
4339,Temsirolimus,G402,-1.746654,RCC,-0.782186
4340,Teniposide,G402,-0.003791,RCC,-0.686568
4341,Topotecan,G402,-0.468428,RCC,-0.521127
4342,Trametinib,G402,-0.0562,RCC,0.912802
4343,UMI-77,G402,3.76388,RCC,2.514368
4344,UNC0379,G402,2.298896,RCC,3.697495
4345,UNC0638,G402,2.572211,RCC,4.220301
4346,Ulixertinib,G402,1.860173,RCC,2.754495
4347,Uprosertib,G402,3.248165,RCC,2.258262
4348,VE-822,G402,4.922497,RCC,3.489613
4349,VE821,G402,3.449288,RCC,3.605458
4350,VX-11e,G402,2.840664,RCC,3.597918
